"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PDHA1",2.40757858353856e-60,0.708047314556766,0.875,0.479,8.11209527937483e-56
"TPM1",2.86352181658059e-60,0.825247162055724,0.993,0.88,9.64835040878665e-56
"PSMA3",7.74206727568007e-60,0.799454822010472,0.923,0.681,2.60861214786764e-55
"GSTP1",9.7451744877537e-60,0.950971123776709,0.996,0.998,3.28353909190373e-55
"CTSV",1.28322062211703e-59,0.704948479672293,0.746,0.307,4.32368356416112e-55
"MDH1",1.40305887569205e-59,0.78410336634845,0.923,0.661,4.72746657575681e-55
"HSPA9",2.03256756405271e-59,0.799826763138966,0.886,0.509,6.84853315031921e-55
"PSMB6",2.09033514148683e-59,0.689308371394398,0.974,0.915,7.04317522572574e-55
"COX5A",6.83616230097859e-59,0.617813555592382,0.993,0.964,2.30337652569173e-54
"FUS",7.68516123729392e-59,0.727804821831339,0.989,0.885,2.58943822729381e-54
"AP1M2",1.87301186101207e-58,0.5288266136858,0.662,0.238,6.31092616449408e-54
"UTF1",2.12236491811566e-58,0.794051035032866,0.735,0.298,7.15109635509891e-54
"PDHB",3.31325839866922e-58,0.758272289985321,0.871,0.527,1.11636928484761e-53
"PAK1IP1",3.32501452799425e-58,0.516319910431971,0.621,0.212,1.12033039506238e-53
"ATP1B3",3.68428474332471e-58,0.793272976464952,0.919,0.66,1.24138290141583e-53
"TDGF1",6.51567443854133e-58,0.720520544717679,0.772,0.292,2.19539134532212e-53
"LAPTM4B",7.84260248198255e-57,0.841452039572389,0.938,0.721,2.6424864802792e-52
"ITM2B",1.20946836719168e-56,0.79200734200313,0.93,0.612,4.07518271641565e-52
"CALM1",2.43688854940444e-56,0.840653778062618,0.971,0.811,8.21085227836333e-52
"HMGB1",4.21978238817317e-56,0.664414700285716,0.996,0.984,1.42181347787107e-51
"EIF4A3",5.66765791105905e-56,0.640326317368663,0.783,0.36,1.90966065655223e-51
"POLR3G",8.44087931659042e-56,0.448710955198419,0.474,0.134,2.84406987693198e-51
"CLU",1.18508147082585e-55,0.890552133746226,0.941,0.661,3.99301350780061e-51
"FOXH1",4.53849396161391e-55,0.670489444606408,0.75,0.317,1.52920015542619e-50
"PRDX4",5.62068741953898e-55,0.769835924624856,0.963,0.831,1.89383441913947e-50
"MTHFD1",8.2022763359561e-55,0.516652923807529,0.621,0.218,2.76367498863705e-50
"PPIB",9.11779473121134e-55,0.767921759260516,0.919,0.686,3.07214975673435e-50
"CYP2S1",2.6416586080813e-54,0.617288978476867,0.662,0.258,8.90080451406914e-50
"PSMD6",2.99390019432834e-54,0.670203991478586,0.812,0.413,1.00876473147699e-49
"PSIP1",1.03456164943686e-53,0.866427844215658,0.923,0.737,3.48585202161255e-49
"PDIA4",1.04547715364904e-53,0.702072396014074,0.798,0.378,3.52263072150507e-49
"MT-ATP6",1.10846321843519e-53,1.17075578162727,0.996,0.965,3.73485596819554e-49
"CYBA",1.6551929812225e-53,0.77593715459593,0.934,0.707,5.5770072309311e-49
"PTMA",2.49155305660999e-53,0.559895172255052,1,1,8.39503886894169e-49
"NCL",2.64176197285893e-53,0.902744543730649,0.967,0.877,8.90115279135087e-49
"ACAT2",4.92608713847131e-53,0.764416575950778,0.857,0.498,1.65979580043652e-48
"SAP18",1.36260689026631e-52,0.826807923486072,0.963,0.928,4.59116765606331e-48
"CCT3",7.00651521217846e-52,0.700738977161746,0.96,0.831,2.36077523559141e-47
"RPN2",7.79516168216956e-52,0.76684213477991,0.875,0.543,2.62650177719021e-47
"TUBA1C",8.03239587350175e-52,0.825395893423561,0.912,0.687,2.70643546561768e-47
"PSMA7",8.07057687284025e-52,0.594132205917125,0.993,0.963,2.71930017153479e-47
"C21orf59",9.46788007029506e-52,0.656685914385215,0.798,0.392,3.19010751088522e-47
"NDUFB9",1.65576448671801e-51,0.695386567159618,0.974,0.889,5.57893286154766e-47
"PAICS",1.86227284906734e-51,0.688847305554985,0.93,0.689,6.27474213764749e-47
"PSMD1",2.23351273255956e-51,0.722443612327367,0.79,0.413,7.52559780108617e-47
"PSMA4",2.23689389369284e-51,0.699524544382993,0.952,0.859,7.53699028540864e-47
"SERBP1",5.94492200710262e-51,0.579640075998515,0.982,0.937,2.00308202107316e-46
"CDH1",6.80366798573878e-51,0.627074867733667,0.669,0.256,2.29242789111482e-46
"NFE2L3",7.92444747102318e-51,0.405049073326325,0.423,0.115,2.67006333088655e-46
"SERPINH1",1.95528952938551e-50,0.745720651619737,0.945,0.669,6.58815254031155e-46
"SCG3",2.28380674799387e-50,0.33634128306211,0.404,0.107,7.69505845669055e-46
"PDLIM1",4.07621796349267e-50,0.721730778341415,0.89,0.498,1.37344088061922e-45
"CACYBP",6.11733182339389e-50,0.760729295800327,0.919,0.707,2.06117378457434e-45
"SON",6.82505458662027e-50,0.719621560285308,0.96,0.791,2.29963389241583e-45
"GJA1",6.91124104300716e-50,0.821422698156127,0.934,0.634,2.32867355703083e-45
"PLS3",1.08063274331282e-49,0.638358164840666,0.761,0.357,3.64108396531821e-45
"GSTO1",1.30765377722353e-49,0.725466168990718,0.871,0.56,4.40600863697697e-45
"RP11-1144P22.1",1.89992963560829e-49,0.522779324444738,0.739,0.285,6.40162291421857e-45
"PELP1",2.42554590664957e-49,0.482664045990663,0.647,0.245,8.17263437786508e-45
"HDAC2",4.3874284117973e-49,0.767649243866074,0.904,0.706,1.47830012907098e-44
"SLC16A1",5.03844867056137e-49,0.811841774194363,0.842,0.498,1.69765489505895e-44
"NOP56",1.26200894066067e-48,0.727020881273479,0.893,0.553,4.25221292466208e-44
"UCHL1",1.63929039243881e-48,0.828915827751665,0.941,0.761,5.52342504828333e-44
"LTV1",2.83621153719629e-48,0.320027032665579,0.463,0.134,9.55633115342919e-44
"SERPINB9",3.62045679440735e-48,0.723403714153558,0.581,0.208,1.21987671230761e-43
"COX5B",6.43552334229874e-48,0.55137973785883,0.989,0.964,2.16838523495414e-43
"EIF2S2",7.04419872811217e-48,0.681903902645864,0.96,0.804,2.37347231945011e-43
"FLNA",7.78531890921997e-48,0.808626680568751,0.923,0.558,2.62318535327258e-43
"XRCC5",9.2947676683482e-48,0.677876490088707,0.945,0.749,3.13177901817324e-43
"RABGAP1L",9.43011189096728e-48,0.581967615189365,0.636,0.251,3.17738190054251e-43
"MT-CO2",1.13547872207355e-47,1.04558049566663,1,0.995,3.82588200615463e-43
"NPM1",7.17493303015282e-47,0.46848717080604,1,1,2.41752193517969e-42
"ATP5G1",7.21013325943143e-47,0.678668016829867,0.952,0.81,2.42938230043283e-42
"DCAF13",1.02973843921004e-46,0.61630368721983,0.768,0.395,3.46960069707431e-42
"DDX21",1.04127624483292e-46,0.745274928122944,0.857,0.523,3.50847617934004e-42
"UBC",1.07159169992538e-46,0.721476679417009,0.982,0.875,3.61062107372856e-42
"HNRNPD",1.08585255132114e-46,0.712830372464559,0.934,0.755,3.65867158642146e-42
"RP11-568A7.4",2.31224316385495e-46,0.692521655706926,0.779,0.354,7.79087211629288e-42
"CCNB1",3.64145608043745e-46,0.761116768779314,0.794,0.443,1.22695221174259e-41
"DDX39A",4.84955190978501e-46,0.651034603987745,0.765,0.386,1.63400802048296e-41
"SLIRP",5.83065507184034e-46,0.648177483835674,0.971,0.933,1.96458091990589e-41
"EIF6",2.4306801825414e-45,0.641071263197109,0.875,0.627,8.18993380705499e-41
"HSD17B4",2.62859438373951e-45,0.572475143817819,0.647,0.272,8.8567859165719e-41
"TWISTNB",3.73612457321964e-45,0.492160427281121,0.654,0.271,1.25884981370063e-40
"SRSF11",5.8310199734253e-45,0.615495656439066,0.96,0.756,1.96470386984592e-40
"HNRNPM",7.9572859625081e-45,0.703881293433158,0.945,0.776,2.68112793220748e-40
"POR",1.02789224054153e-44,0.439529397081827,0.596,0.22,3.46338011528063e-40
"CNIH4",1.12909914612988e-44,0.70736226238051,0.908,0.714,3.80438666297001e-40
"HACD3",1.13169004307085e-44,0.650112511887072,0.89,0.542,3.81311643112291e-40
"ATP5H",1.43027385453489e-44,0.68143610266665,0.912,0.718,4.81916472546987e-40
"NUDC",2.76309913462083e-44,0.670493249516691,0.923,0.755,9.30998622419141e-40
"ATIC",3.20382126519355e-44,0.591983154923929,0.82,0.454,1.07949553709431e-39
"USP9X",3.39146221425389e-44,0.780941856042018,0.879,0.497,1.1427192784707e-39
"TXLNG",8.53886953974249e-44,0.461118696212106,0.603,0.238,2.87708670272084e-39
"FKBP4",1.15687812903058e-43,0.704185774370276,0.842,0.552,3.89798516795563e-39
"APLP2",3.56640595610406e-43,0.663762386242048,0.945,0.634,1.2016648228497e-38
"CSE1L",4.95981409907122e-43,0.5922952617822,0.739,0.367,1.67115976254106e-38
"KPNA2",5.45076719540161e-43,0.766496817288511,0.93,0.715,1.83658149881862e-38
"PSMC4",6.29508934744625e-43,0.662774567970995,0.794,0.489,2.12106740472854e-38
"ERP29",7.57723654255831e-43,0.591778047065543,0.978,0.845,2.5530740806496e-38
"SLC3A2",9.5293361333147e-43,0.705323129060053,0.86,0.518,3.21081451675905e-38
"JARID2",1.15300267397215e-42,0.756343182388604,0.853,0.473,3.88492720968176e-38
"OLFML3",1.48621860823386e-42,0.437187921774745,0.474,0.157,5.00766497858318e-38
"CCT6A",1.96173724300312e-42,0.628505854065216,0.915,0.736,6.60987746657472e-38
"VCP",2.16589887041042e-42,0.674397823179518,0.886,0.601,7.29777965396086e-38
"PSMD7",3.53084348398737e-42,0.655106801187807,0.849,0.586,1.1896824034947e-37
"SPINT2",8.2790414609925e-42,0.609607896313714,0.945,0.747,2.78954022986681e-37
"PWAR6",1.28530669903068e-41,0.692661403219443,0.772,0.396,4.33071239171397e-37
"PSMB3",1.46852713686056e-41,0.542088272338021,0.963,0.884,4.94805533493799e-37
"ALDH7A1",1.4817027002341e-41,0.622147991732029,0.787,0.435,4.99244907816876e-37
"TRIM28",1.49662739622816e-41,0.684282463075898,0.893,0.583,5.04273634885116e-37
"UQCRC1",2.10587217413564e-41,0.635708591346813,0.886,0.64,7.09552570353262e-37
"PGK1",2.67518489570277e-41,0.798672385140619,0.96,0.848,9.01376798758093e-37
"EIF5B",3.31391925468076e-41,0.712758887887963,0.96,0.712,1.11659195367214e-36
"MDH2",3.32526399855264e-41,0.590500772991768,0.904,0.759,1.12041445167233e-36
"CYP26A1",3.47928505770988e-41,0.872998565766358,0.577,0.236,1.17231030734477e-36
"NOP16",4.96653191214567e-41,0.569460388752972,0.728,0.367,1.67342326247836e-36
"CXCL12",1.07489535830475e-40,0.294548686447581,0.415,0.124,3.62175242027204e-36
"KRT8",1.65908657295895e-40,0.848968431109954,0.926,0.73,5.59012629892788e-36
"CD24",1.69740415804779e-40,0.693249222229049,0.985,0.944,5.71923357012623e-36
"PIM2",1.96254203821684e-40,0.5299592260345,0.717,0.328,6.61258914356782e-36
"SLC1A5",2.08415695065135e-40,0.514748959048629,0.673,0.3,7.02235842952465e-36
"RP11-132A1.3",2.38422445535551e-40,0.36003372932227,0.493,0.169,8.03340587987485e-36
"MT-ND2",3.38197459607506e-40,1.00677614189545,1,0.962,1.13952252040153e-35
"DDT",5.34469282410087e-40,0.629527585542764,0.945,0.781,1.80084080015255e-35
"ASNS",7.10514901872675e-40,0.467754565239014,0.511,0.185,2.39400891036979e-35
"ADRM1",7.67976543947536e-40,0.658994853919825,0.879,0.616,2.58762016717683e-35
"APELA",1.39590009294114e-39,0.37300809241575,0.482,0.162,4.70334577315589e-35
"CBR1",1.56779550359597e-39,0.674622734296668,0.746,0.401,5.28253016981625e-35
"PCNA",5.285239470472e-39,0.582921438671867,0.768,0.423,1.78080858718084e-34
"USP48",8.35369504872654e-39,0.431468263318798,0.629,0.264,2.81469400971792e-34
"MT-CO3",8.58874206461888e-39,0.993805101352536,1,0.997,2.89389075125269e-34
"NDUFS5",9.13501237829428e-39,0.453857804292095,0.989,0.987,3.07795107074248e-34
"EPHX1",9.71208989853369e-39,0.298286276525611,0.401,0.121,3.27239157041194e-34
"REEP5",1.1423528468162e-38,0.465422443401969,0.695,0.318,3.8490436820625e-34
"RRBP1",1.1507693784914e-38,0.501534600712167,0.632,0.276,3.87740234388892e-34
"RPP40",1.19150615094147e-38,0.257682645037575,0.412,0.124,4.01466082498219e-34
"ZSCAN10",1.57445520220574e-38,0.447384763684531,0.596,0.248,5.30496935831202e-34
"REXO2",1.70013312828129e-38,0.566823257070433,0.776,0.439,5.72842856243098e-34
"MRPL39",1.88887006469618e-38,0.300665634873484,0.471,0.156,6.36435879598729e-34
"SCGB3A2",1.94508598867428e-38,0.582773753337938,0.805,0.413,6.55377273023912e-34
"SNRPB2",2.22997437563423e-38,0.582575941942255,0.941,0.712,7.51367566126198e-34
"GPC4",4.689238448841e-38,0.616632925311742,0.669,0.317,1.57999200295249e-33
"PLA2G16",4.72460205334357e-38,0.664215525388428,0.89,0.577,1.59190741585358e-33
"SPINT1",7.24099714526187e-38,0.449809862182189,0.588,0.24,2.43978157812453e-33
"SEPP1",7.77987889046419e-38,0.596938541271085,0.831,0.463,2.62135239335301e-33
"MCM7",9.4405130498573e-38,0.606509010607046,0.801,0.473,3.18088646701892e-33
"LAS1L",9.89575755078071e-38,0.380490340632926,0.551,0.208,3.33427654916005e-33
"GART",1.01816506411426e-37,0.415985963070712,0.592,0.237,3.4306053670266e-33
"HMGB3",2.43756369005123e-37,0.621452757563133,0.949,0.777,8.2131270972586e-33
"ATP5C1",3.57020099854102e-37,0.516063546281909,0.926,0.776,1.20294352444841e-32
"UCKL1",3.94146161641349e-37,0.416026768383305,0.551,0.219,1.32803607703436e-32
"GAPDH",4.46297764812329e-37,0.39370875290536,1,1,1.50375568875866e-32
"S100A10",4.53489407066551e-37,0.520611949905507,0.662,0.305,1.52798720817004e-32
"PSMB2",5.21254412292375e-37,0.604106925308869,0.923,0.817,1.75631461677793e-32
"ATP6AP2",6.92162116493216e-37,0.537545142412659,0.768,0.409,2.33217103531224e-32
"HNRNPF",6.9481585082145e-37,0.564510191384705,0.882,0.644,2.34111252775779e-32
"RPN1",7.24272629118074e-37,0.464787879768869,0.654,0.289,2.44036419655044e-32
"HNRNPU",7.81964663318954e-37,0.601876316560908,0.941,0.785,2.63475173658688e-32
"PCCB",1.03062991993623e-36,0.390925539249063,0.54,0.215,3.47260445223313e-32
"FLNB",1.49374678937626e-36,0.490927146823382,0.592,0.248,5.03303043212436e-32
"IFITM3",2.14232541310479e-36,0.692456220918004,0.963,0.834,7.21835124691527e-32
"FBXO2",3.36807307223799e-36,0.571070198033826,0.75,0.401,1.13483854095987e-31
"MTA3",4.04122420188439e-36,0.55571270154667,0.805,0.471,1.36165008258293e-31
"PSMA5",4.89694664570812e-36,0.574081425602385,0.812,0.563,1.64997720280489e-31
"TMBIM6",4.98169713913418e-36,0.562188615082359,0.926,0.755,1.67853303405987e-31
"LAPTM4A",8.16063471022993e-36,0.557116333801563,0.952,0.82,2.74964425926487e-31
"CANX",8.5501161986664e-36,0.636239292458198,0.908,0.572,2.88087615197866e-31
"MT-ND1",9.28783595817629e-36,0.888646586825762,1,0.96,3.12944344774792e-31
"MRPL15",9.31248433798074e-36,0.517743575365783,0.831,0.507,3.13774847283923e-31
"AKAP1",1.38242176053384e-35,0.408780932361639,0.489,0.186,4.65793187994271e-31
"MT-CYB",1.42989624470469e-35,1.02085436398062,1,0.953,4.81789240690797e-31
"FKBP11",1.44965067716612e-35,0.297003492833531,0.434,0.146,4.88445299164354e-31
"PLPP1",1.46351329846012e-35,0.440328116774071,0.61,0.262,4.93116170783152e-31
"MRPS34",1.64701688589196e-35,0.597788569599743,0.912,0.736,5.54945869532438e-31
"MRPL16",1.833582476001e-35,0.524985162491961,0.717,0.395,6.17807279463776e-31
"GAL",2.61028544902345e-35,0.605082426910598,0.688,0.328,8.79509579193962e-31
"MCM3",2.62706594660051e-35,0.583317903084751,0.824,0.5,8.85163600047576e-31
"EPHA1",3.88376805245956e-35,0.26441858905448,0.305,0.083,1.30859680759572e-30
"EPRS",4.05024240788487e-35,0.468208822472165,0.662,0.306,1.36468867691273e-30
"PGAM1",4.83570057206933e-35,0.51095344953717,0.993,0.932,1.62934095075304e-30
"PSMC2",5.42914798543842e-35,0.495229591231376,0.702,0.36,1.82929712221362e-30
"TUBB2A",5.58403118357022e-35,0.529233278952911,0.632,0.286,1.88148346699215e-30
"ATPIF1",7.06580854294565e-35,0.542046614234869,0.949,0.873,2.38075353046011e-30
"CHEK2",7.92904548633099e-35,0.356371703950808,0.496,0.19,2.67161258616436e-30
"PHC1",8.15496655227192e-35,0.475123170302529,0.614,0.265,2.7477344301225e-30
"DEGS1",9.91073224212254e-35,0.280863367397712,0.36,0.108,3.33932212166077e-30
"ADH5",1.26090763508914e-34,0.543282566486214,0.904,0.751,4.24850218566936e-30
"TAGLN",1.84055915252129e-34,0.693460425871624,0.772,0.429,6.20158000850525e-30
"BSG",1.9610255604288e-34,0.508522745719283,0.996,0.953,6.6074795233088e-30
"TUFM",2.03069046321272e-34,0.563875167059205,0.926,0.794,6.84220844674895e-30
"AFG3L2",2.39004762920229e-34,0.41826026652087,0.614,0.274,8.0530264818342e-30
"TCP1",3.26001100640584e-34,0.555372280495166,0.879,0.684,1.09842810849838e-29
"MCM5",4.00341383853274e-34,0.479322272671652,0.651,0.31,1.34891025875522e-29
"LDHB",4.08560205787347e-34,0.491392328804881,0.993,0.995,1.37660275737989e-29
"PPP2R1A",5.02908273152677e-34,0.575592179266366,0.908,0.72,1.69449913556063e-29
"PDIA6",5.54449885710308e-34,0.552244083737025,0.96,0.796,1.86816344491231e-29
"DPPA4",8.79689700027837e-34,0.579089061996973,0.827,0.512,2.96402647527379e-29
"WDR74",1.30076956076937e-33,0.516951832280451,0.699,0.362,4.3828129580563e-29
"TIMM50",1.41746925582547e-33,0.491250296202329,0.765,0.436,4.77602091057832e-29
"NEFM",1.4850300876519e-33,0.418013710040833,0.357,0.112,5.00366037733432e-29
"PSMB4",1.70020869996336e-33,0.527331785519089,0.886,0.644,5.72868319365656e-29
"UTP6",1.72643465641751e-33,0.327308728329161,0.471,0.172,5.81704893133317e-29
"PSME2",2.04189894962107e-33,0.52323154310715,0.816,0.546,6.87997432085325e-29
"CEBPZ",2.1173244982833e-33,0.522526656461694,0.743,0.421,7.13411316451573e-29
"BRIX1",2.28134487203691e-33,0.483142024469682,0.713,0.37,7.68676341184117e-29
"NOL11",2.30019518748952e-33,0.379991726620347,0.551,0.23,7.75027766472718e-29
"CCT2",2.61259256661394e-33,0.517572884620414,0.908,0.779,8.80286939394899e-29
"RAN",2.64955631672543e-33,0.453070812978476,0.989,0.989,8.92741505357467e-29
"NDUFA9",5.3354488467483e-33,0.452821365022742,0.71,0.362,1.79772613442337e-28
"FDPS",6.58240500229187e-33,0.604834521985506,0.857,0.627,2.21787554147222e-28
"FOXD3-AS1",1.40545014475244e-32,0.288411446394911,0.423,0.143,4.73552371772885e-28
"HSPA8",1.53046020200017e-32,0.783445019177783,0.941,0.932,5.15673260461937e-28
"CDC123",1.61574285328108e-32,0.537254744082937,0.82,0.549,5.44408396984527e-28
"RASGRP2",1.69500993903352e-32,0.315163422527201,0.408,0.14,5.71116648857954e-28
"CLTC",1.72686650918126e-32,0.539819049710165,0.743,0.394,5.81850401603533e-28
"ACTN1",2.61631366774185e-32,0.503390777359936,0.717,0.369,8.81540727208938e-28
"ATP1A1",2.92494219454593e-32,0.602927818251845,0.754,0.417,9.85530023030306e-28
"PSMD3",3.84506376950409e-32,0.492074920986065,0.801,0.45,1.29555578649671e-27
"TGS1",3.91595119541063e-32,0.450873403194583,0.57,0.263,1.31944059578166e-27
"GARS",3.97766423308039e-32,0.435280260553335,0.699,0.35,1.34023418669411e-27
"NME1",5.67687184898638e-32,0.512202285170809,0.919,0.775,1.91276520079747e-27
"PTRH2",6.76431833352901e-32,0.333361024581901,0.438,0.159,2.27916941929926e-27
"CTNNA1",8.39985047136193e-32,0.563029576562485,0.776,0.445,2.83024561782069e-27
"SPP1",8.4547266716182e-32,0.52428320922128,0.316,0.094,2.84873560473503e-27
"PPIA",1.14415388452824e-31,0.431993110124841,0.989,0.988,3.85511209852944e-27
"B3GNT7",1.16609200104227e-31,0.346172679721849,0.393,0.135,3.92903038831181e-27
"DHRS3",1.27512792664329e-31,0.252049362438604,0.353,0.112,4.29641603603191e-27
"PDCD2L",1.33881581699503e-31,0.32810931745654,0.478,0.187,4.51100601378304e-27
"SLTM",1.35816272247841e-31,0.567655138189336,0.875,0.577,4.57619347711877e-27
"ELAC2",1.57496834269368e-31,0.355170514855612,0.54,0.219,5.30669833387207e-27
"EIF3K",1.62427138615764e-31,0.461871330842593,0.978,0.964,5.47282000851954e-27
"FRAT2",1.69354537040099e-31,0.451008236619492,0.676,0.335,5.7062317710291e-27
"PROCR",1.80086331949513e-31,0.313166531479598,0.415,0.148,6.06782886870688e-27
"NIFK",1.89766511811402e-31,0.498879086379958,0.702,0.391,6.39399284897337e-27
"CCT4",2.32608559544907e-31,0.558420170156379,0.923,0.818,7.8375128053061e-27
"PRSS8",2.63373092032166e-31,0.449118580022164,0.537,0.232,8.87409296293179e-27
"PRMT1",3.15424501719701e-31,0.496813272069623,0.96,0.895,1.06279131609436e-26
"GNL2",3.37591134371061e-31,0.369725246133693,0.588,0.259,1.13747956814985e-26
"MT-ND3",3.47290032990504e-31,0.974053085608625,0.996,0.928,1.1701590371582e-26
"UTP18",4.78604066544471e-31,0.393918123161516,0.621,0.287,1.61260854181494e-26
"UBA1",5.64712947738182e-31,0.551970214642574,0.842,0.544,1.90274380610903e-26
"OAT",6.43559520616511e-31,0.325223898645887,0.478,0.184,2.16840944876527e-26
"LYAR",6.52310925521597e-31,0.421123837162261,0.724,0.373,2.19789643245247e-26
"TCOF1",7.15650953525238e-31,0.467781320966881,0.688,0.352,2.41131432280794e-26
"ZIC3",7.74846543382682e-31,0.410287181172998,0.515,0.216,2.61076794327361e-26
"COMTD1",8.03783402178421e-31,0.265780466998674,0.452,0.166,2.70826779529997e-26
"ALDOA",8.10566809993894e-31,0.457007363933667,0.989,0.972,2.73112380959343e-26
"HSPA4",9.4570602984877e-31,0.472810529193268,0.654,0.33,3.18646189697244e-26
"PARP1",1.04411572994607e-30,0.536301894559173,0.949,0.791,3.51804354048028e-26
"TRIM24",1.09751075452411e-30,0.525280402437962,0.651,0.325,3.69795273629355e-26
"NDUFC2",1.14928810825902e-30,0.473075509203355,0.923,0.788,3.87241135196794e-26
"EMC7",1.16900252229898e-30,0.421759176711134,0.684,0.353,3.9388370986342e-26
"ARMT1",1.26584818675967e-30,0.392042379544196,0.544,0.236,4.26514888046802e-26
"TRMT10C",1.54492764188759e-30,0.372410672363082,0.662,0.314,5.20547919657603e-26
