"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FXYD5",2.44209323883054e-53,0.934651432643637,0.829,0.489,8.22838895891564e-49
"SHMT2",9.0578493157531e-53,0.889586542534116,0.732,0.363,3.05195174844985e-48
"GRB7",3.69354054345252e-52,0.476712435558533,0.415,0.108,1.24450155071089e-47
"TNFRSF12A",4.60465118782685e-52,1.19145978051536,0.772,0.366,1.55149117122638e-47
"SPINT1",4.8313567581811e-52,0.642970523134875,0.638,0.24,1.62787734610154e-47
"EPB41L4A-AS1",9.11372332393436e-52,0.944807337819601,0.923,0.746,3.07077793676644e-47
"SNHG8",2.6658335662461e-51,1.04222489927739,0.923,0.693,8.98225961810962e-47
"ANXA3",4.5625327786536e-51,0.578585222980849,0.467,0.133,1.53729979443955e-46
"PIM1",7.23201091108807e-51,0.902278111260612,0.626,0.246,2.43675375638201e-46
"NEU1",9.30685591041113e-51,0.787363987323105,0.618,0.244,3.13585203045393e-46
"PLEKHH3",1.44346138058583e-50,0.40464340110088,0.37,0.087,4.86359877574589e-46
"MDM2",6.47260567012025e-50,0.611764214072575,0.476,0.143,2.18087975449032e-45
"GSTP1",6.66049146748516e-50,1.19975772515224,1,0.998,2.24418599505445e-45
"PRNP",1.34389330315724e-49,0.328905752270208,0.293,0.056,4.528114095658e-45
"RP11-35J1.2",1.55708697930276e-49,0.704368410527751,0.374,0.092,5.24644886806271e-45
"CAPG",5.13686522557076e-49,0.663771053864734,0.585,0.218,1.73081536910381e-44
"HPN",1.12826753632527e-48,0.305817786050891,0.321,0.068,3.80158463689437e-44
"RP11-1144P22.1",1.93417160309024e-48,1.1195132040885,0.675,0.29,6.51699779945224e-44
"GABARAPL1",4.95159649565745e-48,0.706664152974471,0.695,0.301,1.66839092324682e-43
"RNF187",5.20876943502097e-48,0.994500979492345,0.797,0.498,1.75504277343597e-43
"ARL8A",7.89467191099476e-48,0.5165930951342,0.553,0.192,2.66003075369058e-43
"CTH",8.72486587731928e-48,0.38597915287582,0.276,0.053,2.93975630870396e-43
"PLIN2",1.23168395415765e-47,0.930254084147295,0.878,0.553,4.15003591513879e-43
"BAX",6.77011947369808e-47,0.861706275730149,0.902,0.7,2.28112405546783e-42
"EIF2S2",8.40005883752106e-47,0.78463987584881,0.967,0.804,2.83031582471434e-42
"CLDN6",1.38926361818057e-45,0.832522530338693,0.972,0.639,4.6809848350976e-41
"CERS4",4.15237151061495e-45,0.863728101330955,0.736,0.359,1.3991000567866e-40
"ATF4",5.09250927913842e-45,0.754441642958444,0.89,0.543,1.7158700765129e-40
"ENO2",7.44792709647937e-45,0.900933180029863,0.756,0.386,2.50950455588776e-40
"ANXA1",8.94529744725155e-45,1.48146965803082,0.362,0.096,3.01402852187694e-40
"PIM3",9.57480503481119e-45,0.710146940690462,0.589,0.229,3.22613480842928e-40
"TUBB2A",9.94770534871811e-45,0.857356449875963,0.663,0.287,3.35177984019708e-40
"VDAC2",1.13375067748899e-44,0.711780142130837,0.931,0.844,3.82005953273139e-40
"NMRK2",1.61765159135516e-44,1.21565192833198,0.744,0.358,5.45051527191208e-40
"RAB6A",4.6128699330525e-44,0.674282933404219,0.699,0.33,1.55426039524271e-39
"CARS",5.3682511776141e-44,0.489801278353122,0.451,0.138,1.8087785517853e-39
"SLC25A6",6.91344389793694e-44,0.65324696130491,0.996,0.997,2.32941578697087e-39
"STX3",9.08178604680102e-44,0.605935216353823,0.622,0.259,3.06001699060914e-39
"FLNC",9.13306626125931e-44,0.413310590566162,0.285,0.06,3.07729534606871e-39
"BLVRB",2.16285898553294e-43,0.829364128048849,0.821,0.499,7.28753706585468e-39
"SOCS2",2.69227580561266e-43,0.426679737168501,0.39,0.109,9.07135409943129e-39
"TRAF4",3.06446435829882e-43,0.742023669323324,0.801,0.458,1.0325406208852e-38
"PRSS8",4.48337793727076e-43,0.576848339836995,0.598,0.231,1.51062936218401e-38
"FBXO2",1.24013008429256e-41,0.728616911941606,0.764,0.402,4.17849430601536e-37
"KLF6",5.06582587970149e-41,0.776776644322081,0.573,0.231,1.70687937190662e-36
"EPS8L2",5.75432148691661e-41,0.511210982099978,0.549,0.203,1.93886108180168e-36
"MID1IP1",6.23030486823609e-41,0.704979981836735,0.772,0.395,2.09923892230347e-36
"POU5F1",1.24941340553087e-40,0.995206120048274,0.911,0.58,4.20977352859572e-36
"ATG3",1.86486662801283e-40,0.839907389295752,0.715,0.371,6.28348161642641e-36
"IFRD1",2.61869365378127e-40,0.617925179885073,0.537,0.205,8.82342639705061e-36
"MAFG",5.5930472371987e-40,0.594459490948848,0.549,0.213,1.88452133610173e-35
"PLPP2",6.73270558592482e-40,0.416844749399403,0.423,0.132,2.26851782012151e-35
"CRB3",6.84868809156788e-40,0.343322913110995,0.366,0.102,2.30759696557288e-35
"HEY2",1.45729260843406e-39,0.38944954407162,0.321,0.083,4.91020171485771e-35
"RBP7",1.48824647004341e-39,0.259305850840854,0.268,0.058,5.01449765616426e-35
"RAB13",1.91954985418807e-39,0.852256347480514,0.894,0.656,6.46773127870128e-35
"TRIP6",2.45972402437745e-39,0.750086121776146,0.776,0.458,8.28779412773739e-35
"ORAI1",2.51981360623753e-39,0.640073867927173,0.565,0.234,8.49025996485672e-35
"FAXC",2.52452009495144e-39,0.4053706367889,0.407,0.123,8.50611800792939e-35
"PIFO",3.51993948496463e-39,0.601031893181765,0.484,0.172,1.18600841006398e-34
"P4HA2",3.2084793250273e-38,0.258958672968699,0.268,0.059,1.0810650237747e-33
"EMP3",6.06344156801651e-38,0.720291277148487,0.512,0.193,2.04301600192748e-33
"CYP2S1",1.41429415080335e-37,0.646549675569709,0.598,0.262,4.76532271171681e-33
"UTF1",1.68121188873464e-37,0.844349161019977,0.667,0.302,5.6646753379025e-33
"SERTAD1",2.26033765034815e-37,0.437189894695454,0.337,0.092,7.61598167908305e-33
"CFD",4.74982940874888e-37,0.339931707461374,0.341,0.093,1.60040752098385e-32
"ATP6V1E1",8.50464335131105e-37,0.624509464460925,0.768,0.396,2.86555453079075e-32
"XBP1",9.45292389740807e-37,0.764697752519644,0.752,0.428,3.18506817799267e-32
"NFKBIA",9.55667069779531e-37,0.611195043046086,0.528,0.204,3.22002462491515e-32
"NDUFAF7",3.08322512088845e-36,0.386403846720273,0.455,0.154,1.03886187223215e-31
"WASL",4.72487466137424e-36,0.458333530895091,0.504,0.189,1.59199926840344e-31
"PVR",5.91882843908864e-36,0.279055678899083,0.252,0.056,1.99429005426653e-31
"EIF4EBP1",6.3276058264631e-36,0.747767101864998,0.919,0.683,2.13202350716848e-31
"YPEL5",7.99136082443039e-36,0.539283474698515,0.659,0.292,2.69260911618357e-31
"EZR",1.31711709678235e-35,0.756669028799366,0.809,0.468,4.43789434589846e-31
"ITM2B",1.41837994107029e-35,0.90492831166793,0.841,0.617,4.77908937344223e-31
"RENBP",2.83830341957463e-35,0.466807102830016,0.423,0.141,9.56337954191477e-31
"VWA1",4.81844568364194e-35,0.457075260311639,0.455,0.163,1.62352708864631e-30
"FADS3",5.30109252695452e-35,0.359133129652584,0.39,0.124,1.78615011603206e-30
"TAF1D",9.51937985978492e-35,0.65724402769345,0.854,0.548,3.20745984995593e-30
"PYCARD",1.45474441228317e-34,0.387357550124344,0.431,0.148,4.90161582274692e-30
"BLVRA",4.09406657543562e-34,0.383420585983484,0.333,0.096,1.37945479192728e-29
"JUN",4.18539597005265e-34,1.09709086255259,0.402,0.141,1.41022731814954e-29
"KIF1A",4.35334527920905e-34,0.635505858657521,0.565,0.251,1.4668161583767e-29
"STK17A",6.93048458930481e-34,0.322124690117396,0.293,0.076,2.33515747752036e-29
"CD9",9.64298485852465e-34,0.632752568696862,0.663,0.303,3.2491073182313e-29
"SOCS4",2.61220965217248e-33,0.327949343508705,0.341,0.1,8.80157920202996e-29
"SPINK5",2.9152444059606e-33,0.410350134032788,0.293,0.078,9.82262450144364e-29
"MARVELD3",4.58845977828487e-33,0.38078096993378,0.504,0.193,1.54603563769531e-28
"TMED5",4.85708187662604e-33,0.386910385042766,0.382,0.125,1.63654516751038e-28
"ISG15",4.88353054702198e-33,2.04565589342309,0.756,0.428,1.64545678251359e-28
"ADRM1",5.25583627902481e-33,0.678190280292869,0.866,0.617,1.77090147585462e-28
"CLDN3",5.69812285530027e-33,0.774843108897843,0.614,0.306,1.91992551486487e-28
"ZNF581",5.74167621900036e-33,0.654996420682229,0.817,0.532,1.93460038522998e-28
"TMEM64",6.32468958081963e-33,0.361789496140361,0.378,0.123,2.13104090736137e-28
"FDXR",8.50733447170893e-33,0.497072577376258,0.443,0.164,2.86646127689761e-28
"EDEM2",9.43379924680101e-33,0.331228256112177,0.39,0.128,3.17862431821713e-28
"ESRP1",9.90788870280459e-33,0.464060184383537,0.528,0.217,3.33836401952298e-28
"FHL2",1.11379537637928e-32,0.540636483340575,0.496,0.2,3.75282214117236e-28
"OPTN",2.13079633599212e-32,0.33040704339209,0.358,0.11,7.17950517449186e-28
"CPSF4",5.14596159417697e-32,0.541170646304277,0.634,0.309,1.73388029954199e-27
"RPL8",5.33112239958417e-32,0.554791294756124,1,1,1.79626838131589e-27
"GHITM",5.43971755087739e-32,0.827926640082976,0.817,0.652,1.83285843159263e-27
"CLDN4",7.10487872526509e-32,0.864077689103252,0.549,0.24,2.39391783769082e-27
"CD55",7.29503183154262e-32,0.298563641037216,0.317,0.092,2.45798802531997e-27
"BICD1",1.49748584550533e-31,0.515188123083694,0.476,0.191,5.04562880784566e-27
"HLA-E",1.72726525289717e-31,0.345584997053932,0.423,0.144,5.81984754311171e-27
"CIART",1.81432404895738e-31,0.317906629947586,0.354,0.109,6.11318345055701e-27
"SC5D",3.10762033287347e-31,0.562509953394114,0.447,0.174,1.04708159495839e-26
"FRAT2",4.9207175299308e-31,0.720844162185614,0.646,0.338,1.65798656453488e-26
"PDCD2L",5.69518175626691e-31,0.356104986344218,0.488,0.188,1.91893454095657e-26
"TPD52",5.75148589648171e-31,0.574474864996833,0.622,0.32,1.93790565796055e-26
"TKT",1.66646074026915e-30,0.809639716501908,0.927,0.844,5.61497281826286e-26
"PACSIN3",1.6676878528995e-30,0.433931443479273,0.423,0.16,5.61910745155958e-26
"ATP6V0E1",1.900059528062e-30,0.604369114781785,0.963,0.777,6.40206057385211e-26
"SLC1A5",2.26647867475624e-30,0.547815367169146,0.618,0.304,7.63667324672367e-26
"ISCU",2.53623175244957e-30,0.607811302542274,0.854,0.666,8.54557926670358e-26
"ASH2L",3.01991654004465e-30,0.521179901504969,0.545,0.241,1.01753067900264e-25
"AKIRIN1",3.73236674819481e-30,0.666192711212846,0.833,0.577,1.25758365213676e-25
"SNHG7",4.32049812302712e-30,0.702460231142225,0.866,0.679,1.45574863757276e-25
"RAB3B",6.47980088002256e-30,0.531710701397115,0.614,0.3,2.1833041085148e-25
"MAP1LC3B",6.82881301152607e-30,0.732633112891146,0.825,0.542,2.30090025610359e-25
"CEBPZ",1.34670800164587e-29,0.595242893723698,0.744,0.423,4.53759794074559e-25
"RPS19",1.36444100505297e-29,0.418999212599704,1,1,4.59734752242548e-25
"FABP3",1.58545018550129e-29,0.598997091666197,0.37,0.129,5.34201585502805e-25
"VAT1",2.1125282115023e-29,0.611388144548772,0.821,0.558,7.11795255583586e-25
"VGF",2.2737633903681e-29,0.376172039301559,0.325,0.1,7.66121836750628e-25
"RAB7A",5.52871337360921e-29,0.591388444218327,0.813,0.568,1.86284468410389e-24
"WBP2",8.06255337786876e-29,0.454069147199487,0.614,0.296,2.7165967351391e-24
"SLC25A5",1.05243800551624e-28,0.771727829657747,0.959,0.931,3.54608461578642e-24
"NARS",1.14603468375759e-28,0.622614609851697,0.748,0.447,3.86144926345281e-24
"TDGF1",1.2576129304635e-28,0.703236371306511,0.638,0.299,4.23740100790373e-24
"PLSCR1",1.29750024937877e-28,0.300044479605744,0.293,0.085,4.37179734025683e-24
"PSAT1",1.44651116119954e-28,0.736129595725202,0.728,0.471,4.87387470654573e-24
"VSIG10",1.7588513758315e-28,0.504681698305895,0.565,0.267,5.92627382572667e-24
"ERP29",1.86195445453232e-28,0.594241525763765,0.927,0.847,6.2736693391012e-24
"RAB5A",2.3853390747716e-28,0.440246683195649,0.667,0.333,8.03716147853544e-24
"ATP6V1G1",3.00215280513058e-28,0.535728424594486,0.967,0.916,1.0115453661607e-23
"SAP18",9.19150723757884e-28,1.01850328739327,0.98,0.928,3.09698644862981e-23
"SAT2",1.00464303872882e-27,0.682433462431805,0.866,0.638,3.3850442546929e-23
"DNAJB1",1.03962992463805e-27,0.760579499515207,0.553,0.273,3.50292906807545e-23
"YARS",1.08652975334987e-27,0.46791336564625,0.598,0.298,3.66095335093704e-23
"TIGAR",1.16701901405665e-27,0.293382604342807,0.313,0.098,3.93215386596247e-23
"HNRNPF",1.43940396918117e-27,0.651606691718023,0.862,0.646,4.84992773375902e-23
"BAMBI",1.50214794528791e-27,0.296198905916653,0.272,0.078,5.06133728685308e-23
"UCHL1",1.74527676466972e-27,0.78632389905992,0.894,0.764,5.88053553087817e-23
"OLFM2",1.97579967782348e-27,0.523587627903463,0.63,0.333,6.65725943445845e-23
"CLU",2.21271288806644e-27,0.88288227523791,0.858,0.665,7.45551480505106e-23
"TNFRSF10B",3.04442633701649e-27,0.396768561172333,0.39,0.141,1.02578900999433e-22
"LACTB",4.08189369909291e-27,0.255999223308707,0.297,0.091,1.37535326297236e-22
"ATP6V0B",6.77689823785169e-27,0.607514507062766,0.87,0.67,2.28340809226175e-22
"CD63",1.34848658762969e-26,0.648280773855292,0.98,0.96,4.54359070835949e-22
"EIF5",1.39068790548897e-26,0.574089879305438,0.951,0.867,4.68578382875452e-22
"KRTCAP3",2.23400150899626e-26,0.383378574449999,0.524,0.233,7.52724468441201e-22
"LYPLA1",4.22015541227974e-26,0.680506487005356,0.785,0.59,1.42193916461354e-21
"SERPINB9",4.25137519860404e-26,0.751762443822007,0.48,0.214,1.43245835941764e-21
"UGP2",5.93425707543911e-26,0.687921075622932,0.854,0.59,1.99948857899845e-21
"PCBP1",6.69537552111697e-26,0.55775427470316,0.955,0.867,2.25593982808515e-21
"RRAGC",7.3189497164823e-26,0.448600947605471,0.443,0.189,2.46604691747155e-21
"UBE2B",7.98648694107466e-26,0.517848375199676,0.679,0.383,2.6909669099257e-21
"PHLDA2",9.17007790857218e-26,0.585189776620875,0.431,0.185,3.08976605051431e-21
"BLOC1S2",1.08209630749856e-25,0.625795355705315,0.732,0.467,3.64601529848565e-21
"ICA1",1.10491206351862e-25,0.322151388537961,0.305,0.099,3.72289070681965e-21
"HOOK2",1.12543845837551e-25,0.458029827850919,0.581,0.282,3.79205234165043e-21
"BEX2",1.31735020420987e-25,0.663955006215806,0.894,0.727,4.43867977806473e-21
"PIM2",1.43489441208603e-25,0.576912000812614,0.626,0.333,4.83473323208266e-21
"LARP6",1.65843363054476e-25,0.398338404350974,0.48,0.205,5.58792627475752e-21
"CEBPD",2.15831663578744e-25,0.39522438114766,0.276,0.086,7.27223207262219e-21
"ZNF114",2.6094868023849e-25,0.283064763393634,0.26,0.076,8.79240483195569e-21
"SESN1",3.43691157764972e-25,0.288904480731591,0.285,0.087,1.1580329869733e-20
"SIGIRR",3.54625788566647e-25,0.476769093518059,0.589,0.302,1.19487613199646e-20
"SLC35F6",3.6902469864699e-25,0.274551506545982,0.305,0.099,1.24339181962117e-20
"TMEM52",5.2033758395064e-25,0.315182273574775,0.317,0.109,1.75322545536329e-20
"TRIP10",5.76932735655486e-25,0.472879209416846,0.581,0.302,1.94391715951759e-20
"ZNF649",8.07298753047332e-25,0.392637946849328,0.488,0.217,2.72011241851768e-20
"KRT18",1.3219135384602e-24,0.500276279748275,0.943,0.772,4.45405547648779e-20
"VAMP8",1.50458038649991e-24,0.486455536873052,0.577,0.283,5.0695331542728e-20
"PPP1R13L",1.51327252285205e-24,0.279739537090982,0.313,0.105,5.09882043849769e-20
"PRR13",2.28276451198072e-24,0.802117450920197,0.907,0.742,7.69154674666784e-20
"B4GALT4",3.15362354003133e-24,0.373178976037765,0.48,0.211,1.06258191557815e-19
"NDUFAB1",4.29508869965125e-24,0.627499416742668,0.939,0.857,1.44718718646049e-19
"MRS2",4.86933131954585e-24,0.455428498987067,0.504,0.24,1.64067249480778e-19
"DDB2",6.19286524500897e-24,0.500395723297536,0.565,0.279,2.08662401565332e-19
"KLKB1",6.82059535591805e-24,0.304490005245271,0.264,0.084,2.29813139922303e-19
"TARS",8.56251287694815e-24,0.517834868774261,0.593,0.316,2.88505308875891e-19
"MMP23B",1.46495679330965e-23,0.332328659595152,0.305,0.103,4.93602541937752e-19
"OLFML3",2.22594455281267e-23,0.428524502447294,0.394,0.161,7.50009757624702e-19
"H1F0",2.50798859899989e-23,0.921447088111117,0.78,0.576,8.45041678547022e-19
"ARHGEF2",2.5633225848991e-23,0.341579516776832,0.443,0.19,8.63685911755904e-19
"HLA-C",3.068652033538e-23,0.958903928100819,0.553,0.314,1.03395161618029e-18
"RHOC",3.08701741819892e-23,0.618155067361713,0.667,0.4,1.04013964888795e-18
"GULP1",3.45646243644511e-23,0.526639805867527,0.598,0.324,1.16462045333581e-18
"IFITM3",3.54365393950261e-23,0.742875956360078,0.923,0.836,1.19399875837601e-18
"C12orf45",5.34597047881565e-23,0.47717216156866,0.703,0.408,1.80127129313214e-18
"SOX15",6.13892398841858e-23,0.427284881973571,0.5,0.23,2.06844904865776e-18
"PPP1R14A",7.27776245805307e-23,0.503973662221445,0.593,0.332,2.4521692826164e-18
"CHCHD10",8.13194681628382e-23,0.670855877943175,0.866,0.692,2.73997816027867e-18
"PQBP1",1.15320813462721e-22,0.50435264351832,0.898,0.703,3.88561948881293e-18
"RIPK2",1.20806421476942e-22,0.300380906906961,0.313,0.109,4.07045156524409e-18
"ARL8B",1.29106290032357e-22,0.277316601364277,0.366,0.141,4.35010733635025e-18
"DDRGK1",1.47101288632596e-22,0.431176119363788,0.646,0.362,4.95643081918668e-18
"TMEM55A",2.20665548489862e-22,0.409536774672391,0.533,0.259,7.43510499081742e-18
"RAB9A",2.39551564001637e-22,0.422068400587039,0.618,0.328,8.07145039747116e-18
"MYL12B",2.83105922961065e-22,0.556678034178901,0.886,0.687,9.53897096825012e-18
"BTF3L4",3.5280468381358e-22,0.479772701056683,0.833,0.652,1.18874010164148e-17
"MAX",5.06358195620615e-22,0.394739321264104,0.545,0.274,1.7061233043241e-17
"HLA-B",5.78414664872941e-22,0.467259074898918,0.321,0.119,1.94891037182289e-17
"FAM46B",7.7250418009761e-22,0.417348728614939,0.476,0.217,2.60287558442089e-17
"AUP1",8.2412446722826e-22,0.448740747477117,0.728,0.462,2.7768049798789e-17
"SDCBP",1.0061905485542e-21,0.644181324392572,0.72,0.441,3.39025843429851e-17
"MRPL15",1.13876627673878e-21,0.46193746197534,0.78,0.51,3.83695909284364e-17
"ADM",1.26384206021044e-21,0.778604426527125,0.411,0.185,4.25838943767304e-17
"SNX3",1.60695969600245e-21,0.517891378637145,0.882,0.783,5.41448999971067e-17
"HEXB",1.75356787529424e-21,0.483627972460768,0.516,0.258,5.90847159901641e-17
"ZFAND5",1.93216647297322e-21,0.494924781011313,0.728,0.447,6.51024171403597e-17
"RALA",2.27926415274264e-21,0.464519376210915,0.74,0.478,7.67975263625105e-17
"AIMP1",2.33208652838705e-21,0.427042794652244,0.76,0.497,7.85773234874732e-17
"COQ10B",2.7396582200755e-21,0.259622096374009,0.35,0.135,9.23100440672237e-17
"TCEAL4",3.15123299028214e-21,0.496676562645812,0.919,0.773,1.06177644374566e-16
"M6PR",3.63731419484956e-21,0.487385962952126,0.654,0.4,1.22555664481261e-16
"DAPK3",4.17776761916004e-21,0.378561796753525,0.488,0.232,1.40765702159978e-16
"ITM2C",4.86886183328796e-21,0.649073656992143,0.764,0.563,1.64051430610804e-16
"HTATIP2",5.54322921291373e-21,0.33728509735982,0.394,0.171,1.86773565099915e-16
