"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"TLE4",2.06663844235548e-31,0.284657550270966,0.757,0.421,6.96333156767256e-27
"RBP1",7.37498177999129e-31,0.324189963259939,0.815,0.516,2.48492636095027e-26
"CCNI",1.32669143156682e-30,0.313072522076548,0.998,0.953,4.47015410952124e-26
"IFI27L2",1.72877228110273e-29,0.332559677246053,0.851,0.565,5.82492532394755e-25
"MDK",7.20928304166838e-29,0.258717739136169,1,0.998,2.42909582805974e-24
"ZFP36L1",7.47909905074176e-29,0.318864572100082,0.96,0.756,2.52000763415693e-24
"EIF3L",1.11097975907066e-28,0.265629977406247,0.998,0.988,3.7433352002127e-24
"TPT1-AS1",3.37908087835605e-28,0.250409044885361,0.644,0.339,1.13854751115329e-23
"CRABP1",9.73057782985968e-28,0.301055595764623,1,0.922,3.27862089399292e-23
"TP53TG1",1.60482950269608e-26,0.294754036511459,0.65,0.375,5.40731252638416e-22
"EIF3E",3.21567956862809e-26,0.281530272727094,1,0.976,1.08349107385355e-21
"KMT2E",3.4290320144785e-26,0.310059761345069,0.855,0.577,1.15537804695839e-21
"SFRP2",5.58927281710489e-26,0.259255567639088,0.949,0.749,1.88324958299532e-21
"PABPN1",2.10395456538304e-25,0.306332106196555,0.913,0.672,7.08906451260161e-21
"SPRY1",3.18517047472501e-25,0.287162811255301,0.655,0.377,1.07321133975385e-20
"GABPB1-AS1",1.42652270892527e-24,0.285722278800448,0.795,0.509,4.8065256154528e-20
"TTYH1",2.18530208528702e-24,0.299303037117161,0.851,0.558,7.36315684616609e-20
"ERGIC3",6.22816365834654e-24,0.301731119625525,0.971,0.828,2.09851746304328e-19
"RPL17",1.31848349528172e-23,0.294160823390533,0.982,0.832,4.44249828900223e-19
"PTMS",4.01882062380648e-23,0.276315785873341,0.993,0.952,1.35410142098535e-18
"PDLIM7",6.99812835276406e-23,0.264654335746113,0.906,0.665,2.35794936718032e-18
"H1F0",9.27579954495414e-23,0.255550526745091,0.844,0.565,3.12538789867685e-18
"CENPV",1.37703247092669e-22,0.297504792843483,0.973,0.821,4.63977320754038e-18
"PPDPF",2.23036594497364e-22,0.256070280590277,0.987,0.934,7.51499501499419e-18
"SALL2",2.06018134805076e-21,0.252172438815213,0.753,0.472,6.94157503412222e-17
"C9orf16",2.94304487912476e-21,0.265938870005564,0.962,0.851,9.91629541572297e-17
"ODC1",3.87986646544312e-21,0.26377499790458,0.884,0.634,1.30728220686641e-16
"BRI3",7.57871406757154e-20,0.27131696971275,0.967,0.873,2.55357191792756e-15
"C4orf48",1.40491035311703e-19,0.267892952342793,0.898,0.697,4.73370494379252e-15
"PCBD1",8.20023553965172e-19,0.253996459728708,0.849,0.61,2.76298736273025e-14
