"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"SIX6",3.17804105393289e-85,0.790913167367082,0.545,0.244,1.07080915271215e-80
"RPL10A",1.34532493163989e-82,0.26507539367665,1,1,4.53293782466745e-78
"EIF3E",9.73563340094979e-81,0.507727195162015,0.99,0.976,3.28032431811602e-76
"HOMER2",4.01611271608464e-79,0.676103838869403,0.4,0.15,1.35318901855756e-74
"ZNF436-AS1",2.10065648522479e-78,0.734277559392294,0.662,0.371,7.07795196131641e-74
"EFNA5",5.06461392944942e-77,0.876436155227458,0.686,0.446,1.70647101738869e-72
"IGFBP5",4.42973602473086e-74,0.931493553577242,0.71,0.441,1.49255525617281e-69
"PAX6",5.5655814427428e-72,0.813957964779874,0.642,0.362,1.87526701131776e-67
"CIRBP",1.19712961180203e-69,0.569688504155996,0.974,0.936,4.03360851400576e-65
"NAP1L1",6.7823300742219e-68,0.413363944455888,0.997,0.992,2.28523829520833e-63
"CST3",2.30930687674436e-67,0.67869106467514,0.731,0.544,7.78097859050245e-63
"TSC22D1",4.39997040256304e-66,0.754024210090184,0.842,0.769,1.48252602743959e-61
"NR2F1",1.03134461105427e-65,0.625277643057761,0.407,0.168,3.47501253248624e-61
"PMEL",6.71793332986214e-65,0.877138029098391,0.736,0.563,2.26354045616375e-60
"PCBP2",7.25021586812439e-65,0.48813190466628,0.98,0.968,2.44288773460583e-60
"LAMP5",3.26415353573545e-60,0.714764365761733,0.485,0.254,1.0998238923307e-55
"SLC25A3",1.56391449257956e-57,0.418680142534007,0.989,0.984,5.26945349129755e-53
"MALAT1",3.23431229387772e-56,0.447742535711148,1,1,1.08976918429916e-51
"HNRNPA1",3.27816790228066e-56,0.297459492166957,1,1,1.10454589299444e-51
"PFDN5",2.17217302097536e-53,0.369942769869235,0.992,0.99,7.31891977687437e-49
"EEF1D",5.14985790787825e-53,0.405710692704225,0.989,0.986,1.7351931234805e-48
"HES1",1.42012430807624e-51,0.652690769319841,0.75,0.586,4.78496684363209e-47
"ESD",1.54825904941386e-51,0.558579122759695,0.763,0.645,5.21670404109506e-47
"EIF3L",3.17916757591392e-51,0.377833584280855,0.994,0.988,1.07118872302844e-46
"COMMD6",7.86981686287231e-51,0.422288854632543,0.971,0.962,2.65165609377619e-46
"EEF2",9.3699868764037e-50,0.31034861658306,0.999,0.998,3.15712337813546e-45
"MZT2B",3.72712091000634e-49,0.436016174669024,0.972,0.963,1.25581611941754e-44
"COTL1",7.01511368209196e-48,0.537336717271296,0.877,0.826,2.36367240404407e-43
"TTC3",1.21494584625435e-47,0.594893648543765,0.555,0.352,4.09363853436941e-43
"EIF3F",7.950744623252e-47,0.351564771768569,0.993,0.988,2.67892389335853e-42
"ZFAS1",1.80211854712449e-44,0.310926169922114,0.99,0.988,6.07205823268124e-40
"ALDH2",5.6605781055634e-44,0.610642205508833,0.502,0.326,1.90727518688853e-39
"TMSB15A",6.90012285468111e-44,0.511252820715061,0.842,0.674,2.32492739465625e-39
"EIF3H",5.01364899222141e-42,0.39638513781211,0.951,0.941,1.68929889143908e-37
"CCNI",2.75220651340381e-41,0.385181472448228,0.976,0.953,9.2732846262628e-37
"CCKBR",2.33687059111231e-39,0.580663172074136,0.286,0.125,7.87385176969383e-35
"ENO3",3.30579840634771e-38,0.520983125959608,0.441,0.26,1.1138557150348e-33
"COL9A2",1.83891347245137e-37,0.397560681332622,0.265,0.112,6.19603505407764e-33
"ZNF503",2.03592546730395e-37,0.494105310592149,0.361,0.184,6.85984726953393e-33
"ATP5E",5.53300633066285e-37,0.347985736218491,0.982,0.964,1.86429115305354e-32
"ZBTB16",1.474086457525e-35,0.391535826504546,0.308,0.145,4.96678690998472e-31
"CRB2",9.0028628147535e-32,0.574571688703462,0.438,0.275,3.03342459680305e-27
"SERPINF1",5.60589503191001e-31,0.588849581904294,0.516,0.381,1.88885027205176e-26
"CUTA",1.06412169306518e-30,0.331268829210985,0.957,0.946,3.58545163261382e-26
"LHX2",1.09712960795973e-30,0.445538059545664,0.495,0.321,3.69666850105953e-26
"NPC2",2.17348350317932e-30,0.299708113026323,0.983,0.974,7.3233353156124e-26
"ERGIC3",3.3073958086567e-30,0.395348352787758,0.861,0.835,1.11439394376879e-25
"NBL1",7.68666865916376e-28,0.417136537999601,0.264,0.131,2.58994613801864e-23
"SEMA5A",1.20621952540706e-27,0.385557417119768,0.297,0.156,4.06423606890655e-23
"PLEKHA1",1.95774058592153e-27,0.505612002331795,0.427,0.296,6.59641113020399e-23
"ARL4C",3.32275821705531e-27,0.457218232343935,0.601,0.474,1.11957015365462e-22
"QPRT",5.9633035968248e-27,0.365759862844598,0.891,0.879,2.00927551391415e-22
"H1F0",1.7866543112066e-26,0.453137192812656,0.669,0.573,6.01995303617952e-22
"KMT2E",4.45981279098574e-26,0.480035322275687,0.647,0.59,1.50268932179474e-21
"ATP5A1",5.29406452695071e-26,0.305450432294039,0.965,0.959,1.78378210171077e-21
"TTYH1",1.26955421840276e-25,0.450640052340811,0.656,0.568,4.27763598348627e-21
"EFEMP1",7.208279306885e-25,0.39746561237,0.301,0.167,2.42875762966183e-20
"OXA1L",1.17099190006404e-24,0.392949458384374,0.721,0.701,3.94554010807579e-20
"NLRP1",2.09554986646243e-24,0.409641692541372,0.407,0.272,7.06074572005852e-20
"ZFP36L1",4.30971803643064e-24,0.442212752256192,0.784,0.768,1.45211639519494e-19
"IFT57",6.90544379651674e-24,0.509883531417002,0.497,0.397,2.32672023279835e-19
"PAX2",1.10772505527435e-23,0.368875780225002,0.252,0.129,3.73236880124139e-19
"PRDX2",1.15974273798303e-23,0.293616872434847,0.955,0.959,3.90763718136002e-19
"RAX",1.76926028800414e-23,0.404164255516413,0.453,0.305,5.96134561440115e-19
"SSR2",3.10173508809031e-23,0.356110372013811,0.854,0.873,1.04509862058115e-18
"TSC22D3",1.92645591218392e-22,0.373369895717967,0.333,0.206,6.49100055051251e-18
"ST13",2.01334716632652e-21,0.322213222848435,0.886,0.915,6.78377194222057e-17
"NKAIN4",2.96109353172011e-21,0.39183614966149,0.325,0.207,9.97710854577773e-17
"CNTFR",2.99599396890231e-21,0.388536386762617,0.438,0.316,1.00947020788194e-16
"BEX2",3.70764324861917e-21,0.383357397292858,0.734,0.733,1.24925331618974e-16
"SERPINB6",2.54949384403694e-20,0.344624019944201,0.266,0.153,8.59026455809808e-16
"SOX3",3.54023546076242e-20,0.405983553816381,0.471,0.341,1.19284693614929e-15
"CD99",2.31350223538086e-19,0.360214992771628,0.632,0.586,7.79511443189228e-15
"NELL2",4.10887836363234e-19,0.380265567296801,0.308,0.195,1.38444547584228e-14
"IFI27L2",1.26660142284543e-18,0.381222759042068,0.609,0.581,4.26768683413541e-14
"ATP1A2",1.56340338849958e-18,0.346571736269531,0.271,0.163,5.2677313772105e-14
"EID1",2.05569024003677e-18,0.343660469775297,0.753,0.755,6.92644269477988e-14
"ZNF428",4.2163804567266e-18,0.353618332296291,0.688,0.665,1.42066723108946e-13
"RCN2",4.9887228512594e-18,0.345689749697144,0.796,0.821,1.68090027750334e-13
"PFN2",7.89435397539799e-18,0.323373550609768,0.823,0.834,2.6599236284706e-13
"TMEM38B",3.44618397496428e-17,0.415633207921718,0.301,0.2,1.16115722852446e-12
"LEMD1",5.29069814408162e-17,0.324317576624331,0.29,0.183,1.78264783266686e-12
"IMPDH2",6.92296474920354e-17,0.287271950863208,0.872,0.87,2.33262374259664e-12
"SNHG18",1.77534502970165e-16,0.342313479050361,0.282,0.181,5.98184754307674e-12
"H2AFY",5.8538711255119e-16,0.290637150717587,0.601,0.506,1.97240333702998e-11
"NDN",6.44128269966965e-16,0.36687363450247,0.441,0.362,2.17032579282669e-11
"PDLIM7",1.19253058453379e-15,0.377431472266135,0.676,0.682,4.01811255152814e-11
"WFIKKN1",5.06071069604482e-15,0.310738830860246,0.276,0.181,1.70515586192534e-10
"KDELR1",1.06625767949089e-14,0.327914165452298,0.792,0.818,3.59264862527661e-10
"VAMP2",1.11966669801786e-14,0.36869429321427,0.563,0.54,3.77260497230136e-10
"RP11-89K21.1",5.37938510782563e-14,0.365520392688936,0.421,0.33,1.81253001823077e-09
"ARGLU1",6.05293567730614e-14,0.311062540899021,0.702,0.704,2.03947614711153e-09
"GRINA",6.34869643734116e-14,0.368858388843324,0.513,0.483,2.13912977759773e-09
"SMOC1",2.22341045340293e-13,0.33403455747694,0.258,0.166,7.49155918169584e-09
"MIAT",3.12536851668982e-13,0.294375814155416,0.562,0.491,1.05306166801347e-08
"EIF4A2",3.32566942556134e-13,0.279173144263326,0.852,0.894,1.12055105624864e-08
"EIF3M",3.42018682813225e-13,0.265509926354822,0.76,0.792,1.15239774987088e-08
"UBXN1",4.35559176733478e-13,0.27752430170191,0.801,0.832,1.46757309008578e-08
"DDAH2",4.87992388980423e-13,0.298462666411415,0.637,0.639,1.64424155543064e-08
"MRPS6",5.54593798684125e-13,0.277800552721649,0.771,0.797,1.86864834528629e-08
"TIMP1",8.09705312136968e-13,0.328067894424068,0.653,0.676,2.7282210787143e-08
"GPX7",1.15960276190243e-12,0.337106442042119,0.339,0.257,3.90716554595406e-08
"MXRA8",5.02327331963815e-12,0.346077302629364,0.3,0.223,1.69254171231888e-07
"C12orf76",7.91063044974648e-12,0.327201076134714,0.397,0.332,2.66540782373758e-07
"PLP1",1.25404185917896e-11,0.365714662218938,0.417,0.354,4.2253686403176e-07
"MSRB2",1.60846294325755e-11,0.306707300644364,0.533,0.515,5.41955504101199e-07
"CDH2",2.38646641161781e-11,0.294949550954448,0.321,0.237,8.04095992730504e-07
"POLR3GL",2.81245773860423e-11,0.311741948791631,0.28,0.204,9.47629510445311e-07
"PRAF2",3.22504398209438e-11,0.320145116523168,0.445,0.392,1.08664631932688e-06
"C4orf48",4.86438560005847e-11,0.263405351567762,0.685,0.713,1.6390060840837e-06
"C16orf45",8.07576499708006e-11,0.303129436862435,0.294,0.224,2.72104825811616e-06
"ATP6V0E2",1.03304568006136e-10,0.339783432461445,0.371,0.315,3.48074411439873e-06
"TRAPPC1",1.2633034929416e-10,0.262631850755773,0.656,0.681,4.25657478911741e-06
"GNPDA1",1.90200449862658e-10,0.342659979851617,0.495,0.489,6.40861395767241e-06
"EIF3D",2.01255914860704e-10,0.269192267179307,0.681,0.722,6.78111679531655e-06
"KRT10",3.2864173936152e-10,0.286474357492374,0.522,0.508,1.1073254766047e-05
"FSCN1",3.73714126912697e-10,0.286240443157909,0.555,0.554,1.25919237921964e-05
"IAH1",4.24126019887641e-10,0.354367481064518,0.381,0.327,1.42905021140942e-05
"PCBD1",4.51191328457856e-10,0.274487932069921,0.608,0.628,1.5202440621059e-05
"DCTN2",5.62858367826243e-10,0.263158381912238,0.649,0.673,1.89649498455374e-05
"ZFP36L2",7.42801944319099e-10,0.285136599168365,0.675,0.682,2.50279687118877e-05
"GABPB1-AS1",8.12884768009355e-10,0.325572668728568,0.527,0.528,2.73893393733072e-05
"OLA1",1.39500501699558e-09,0.268760862382427,0.643,0.692,4.70032990426489e-05
"PRKCDBP",1.47824840228152e-09,0.432745694068198,0.409,0.374,4.98081016664736e-05
"LUC7L3",2.31468664796223e-09,0.256203777232801,0.734,0.784,7.79910519164392e-05
"SH3BGRL3",2.49578325380285e-09,0.25241870976841,0.803,0.855,8.40929209536331e-05
"SMDT1",4.49762147107609e-09,0.252495062037866,0.623,0.661,0.000151542857846438
"TP53TG1",4.50810483913804e-09,0.289493061741998,0.427,0.39,0.000151896084449917
"ODC1",5.88691622905707e-09,0.268466696831355,0.636,0.653,0.000198353755421849
"FAM229B",9.85795837176846e-09,0.321334435364776,0.402,0.37,0.000332154049378366
"TMEM98",1.07968826588978e-08,0.305298884930839,0.534,0.534,0.000363790164308902
"TSPAN3",1.36917609282426e-08,0.333520975327072,0.474,0.468,0.000461330192716205
"HLA-DQB1",2.30369123557006e-08,0.255244410277604,0.259,0.197,0.000776205724912977
"MEIS2",2.72301697236191e-08,0.259121702668095,0.293,0.229,0.00091749333866762
"ANAPC13",3.44027496818462e-08,0.289068024096932,0.54,0.553,0.00115916624778012
"FHL1",3.55900184320229e-08,0.295961366851072,0.409,0.378,0.00119917008104858
"SKIDA1",4.60902424316907e-08,0.285719345028007,0.259,0.198,0.00155296462849339
"HOMER3",4.80634347591979e-08,0.302029371825109,0.418,0.392,0.00161944937077641
"CRTAP",5.48453996505693e-08,0.275551705443321,0.534,0.558,0.00184796089582628
"BEX1",6.29181146866063e-08,0.359488433689334,0.467,0.456,0.00211996295625051
"TPBG",6.60619334646527e-08,0.253205980565581,0.552,0.507,0.00222589078615801
"GAMT",8.03414202923794e-08,0.274496008389231,0.471,0.458,0.00270702381533143
"CAMLG",1.01244325268608e-07,0.281135379099525,0.57,0.611,0.00341132629560049
"PLEKHB1",1.55284996666665e-07,0.256407727518401,0.276,0.223,0.00523217267768661
"GYG1",2.02322520310612e-07,0.348164635594131,0.315,0.274,0.00681705499934576
"TCEAL7",2.07846705949407e-07,0.310041245817035,0.335,0.283,0.00700318691025932
"PLEKHO1",2.65694977779984e-07,0.276676154862634,0.397,0.37,0.00895232658131877
"IFITM2",4.42413288106337e-07,0.32493555297912,0.541,0.577,0.0149066733294549
"MMD",6.10982640624439e-07,0.26168321309857,0.435,0.422,0.0205864490931999
"TLE4",6.22949360163208e-07,0.279447297758061,0.462,0.442,0.0209896557413391
"CKAP4",1.2455724548186e-06,0.279029349315491,0.431,0.429,0.041968318292658
"UROS",2.4195103836693e-06,0.280925543046203,0.481,0.499,0.0815229828673532
"FAM92A1",4.25222100832011e-06,0.284026829537024,0.371,0.35,0.143274334654338
"C1orf21",8.0170988962495e-06,0.307576646824554,0.492,0.521,0.270128130210231
"PUF60",9.71298863407083e-06,0.258002385706196,0.566,0.62,0.327269439036383
"SPARC",1.0782164346047e-05,0.265076904284689,0.48,0.493,0.363294245475707
"KIZ",1.43195383455308e-05,0.250789287411813,0.291,0.256,0.482482525014314
"MAPKAPK3",2.38287687199073e-05,0.29210787248432,0.469,0.502,0.802886533248557
"SH3BGRL",3.85401739413912e-05,0.257059504615422,0.43,0.443,1
"BAZ2B",0.000277718297662059,0.259555659030087,0.308,0.293,1
"MYLIP",0.000572662341686682,0.26674508931667,0.258,0.236,1
"PTPRS",0.35948135791249,0.263443877331287,0.444,0.512,1
