"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"H1F0",1.48328107632164e-60,0.769326305541093,0.749,0.564,4.99776725855812e-56
"FGF8",2.03664631354356e-58,0.822511675307978,0.474,0.233,6.86227608885368e-54
"EIF3L",2.35654858237313e-58,0.385926739421036,0.999,0.987,7.94015479344801e-54
"PMEL",2.53365347074307e-58,0.729928493330066,0.739,0.564,8.53689200432169e-54
"ALDOA",9.57006254006972e-57,0.481147508622252,0.99,0.971,3.22453687225109e-52
"TTYH1",1.74319621262261e-56,0.663824613352086,0.749,0.557,5.87352531881064e-52
"NNAT",3.87848347561588e-56,0.80021306579836,0.768,0.591,1.30681622227401e-51
"SLC25A3",1.97934838649513e-55,0.413811878784316,0.989,0.984,6.66921645345668e-51
"COTL1",2.40929393118179e-54,0.60245251902086,0.887,0.825,8.11787497172394e-50
"NPC2",3.17243559906389e-53,0.432849793866174,0.987,0.974,1.06892045074859e-48
"SIX3",2.33805135527469e-51,0.612340605901557,0.797,0.562,7.87783023646254e-47
"LDHA",3.52241102891937e-51,0.728275003855172,0.928,0.888,1.18684117208409e-46
"CRABP1",7.57609058340021e-51,0.588316270135007,0.95,0.924,2.55268796117087e-46
"PCBP2",8.60092840403688e-51,0.426265273897113,0.98,0.968,2.89799681645619e-46
"EEF2",6.97515267593561e-50,0.324424558133466,0.999,0.998,2.35020794262974e-45
"ACTG1",2.01164257639649e-49,0.336450953420784,1,1,6.77802849691032e-45
"EIF4A2",1.67836542462031e-48,0.528643383116432,0.908,0.887,5.65508446171567e-44
"H3F3B",5.85704900153542e-48,0.492437697188481,0.996,0.998,1.97347409057734e-43
"DDIT4",8.92162850449418e-46,0.567889920891652,0.756,0.637,3.00605350830427e-41
"FRZB",1.43886362471841e-45,0.610188526102448,0.702,0.511,4.84810709712619e-41
"GPC3",2.7852990276331e-45,0.657634564376834,0.731,0.574,9.38478654370696e-41
"ODC1",7.13278287114231e-45,0.611108197531934,0.762,0.638,2.40331986060269e-40
"PLP1",2.16457753753379e-44,0.633745581286496,0.533,0.341,7.29332755496637e-40
"COMMD6",1.03427398818899e-43,0.379176670297344,0.981,0.961,3.48488277580399e-39
"IFI27L2",2.06829501862176e-42,0.517310076621242,0.692,0.571,6.96891323574415e-38
"SAT1",2.23171240228098e-42,0.544158611608331,0.961,0.925,7.51953176824554e-38
"TPBG",1.11221058883708e-41,0.621588994985338,0.668,0.494,3.74748235802765e-37
"PKM",5.35284522211635e-40,0.462310317300058,0.943,0.908,1.80358766913988e-35
"CCNG1",2.30087133924628e-39,0.411746511431676,0.943,0.922,7.75255589045641e-35
"EIF3H",4.28371738726366e-39,0.409982736463533,0.953,0.941,1.44335573646462e-34
"MIAT",6.79871377614671e-39,0.629091458416074,0.642,0.482,2.29075861973487e-34
"KDELR1",1.98316627481003e-38,0.464110981392685,0.85,0.812,6.6820804463449e-34
"PPDPF",4.37155198612539e-38,0.416658996622239,0.957,0.935,1.47295072620509e-33
"SOX3",1.13483215689386e-37,0.568872968742196,0.527,0.335,3.82370346943817e-33
"EEF1D",5.26884275460454e-37,0.32302176521202,0.99,0.986,1.77528387773645e-32
"ERGIC3",1.44011469287223e-36,0.427488746950235,0.868,0.834,4.85232244616371e-32
"QPRT",1.14453483286391e-35,0.451632258070423,0.898,0.878,3.85639566585166e-31
"LDHB",5.16540942327859e-35,0.264655982265109,0.997,0.994,1.74043305107949e-30
"ZFAS1",6.01544196141907e-35,0.288014986168169,0.989,0.988,2.02684301448054e-30
"SERPINF1",7.34573390244465e-35,0.571585518588132,0.533,0.379,2.4750715810897e-30
"ATP5A1",1.26173610715582e-34,0.336402466857535,0.968,0.958,4.2512936394508e-30
"NAP1L1",1.54920584553318e-32,0.277255624629051,0.999,0.992,5.21989417593949e-28
"BNIP3",2.36954992857132e-32,0.486799268334697,0.827,0.744,7.9839615293282e-28
"FABP7",1.07890685679888e-31,0.479468574928876,0.526,0.343,3.63526876329814e-27
"CNTFR",2.31720312579858e-31,0.480962748151269,0.479,0.311,7.80758421206574e-27
"GLUL",2.6858574712049e-31,0.487696806358102,0.792,0.764,9.04972816347779e-27
"UQCRB",3.84075459164976e-30,0.322691095483909,0.98,0.975,1.29410385211047e-25
"FEZF1",4.74162069700388e-30,0.469599331577082,0.542,0.368,1.59764167764849e-25
"EIF1B",1.43512509930635e-28,0.448180403596928,0.775,0.746,4.83551050960283e-24
"LINC00632",2.11658958160063e-28,0.369987762853994,0.255,0.119,7.13163693624516e-24
"TUBA1A",2.98100890524474e-28,0.470618098643422,0.915,0.901,1.00442114053316e-23
"LMAN1",4.72041417498007e-28,0.516922609631304,0.625,0.532,1.59049635211779e-23
"SSR2",5.18385680751975e-28,0.401805776228347,0.865,0.871,1.74664871272571e-23
"SOX2",8.36204394951527e-28,0.332465627096682,0.941,0.895,2.81750708834967e-23
"PRAF2",1.84458806929014e-27,0.503430871789719,0.507,0.385,6.21515504066619e-23
"SFRP1",3.43959551396513e-27,0.39813214422701,0.891,0.79,1.15893731247541e-22
"SIX3-AS1",3.67959988919594e-27,0.354987406859183,0.251,0.119,1.23980438666568e-22
"LEMD1",3.89305531239039e-26,0.388828105690663,0.322,0.18,1.31172605695682e-21
"PTN",5.39241999667325e-26,0.461501660679306,0.663,0.538,1.81692199367909e-21
"EFNB1",5.57466994050876e-26,0.445054807276163,0.398,0.262,1.87832928975502e-21
"SLC16A3",2.42433299424281e-25,0.439272440134446,0.302,0.168,8.16854759080171e-21
"EFEMP1",2.42611419145622e-25,0.402750619371535,0.305,0.167,8.17454915669257e-21
"ENO3",2.75918367184729e-25,0.446688767477306,0.405,0.265,9.29679346392225e-21
"TUBB2B",1.29758106151814e-24,0.412965581248165,0.855,0.821,4.37206962867922e-20
"WDR54",1.56883726241455e-24,0.404731497400523,0.705,0.664,5.28604027197958e-20
"BEX4",4.2270988653444e-24,0.377105270255108,0.821,0.815,1.42427869168914e-19
"TIMP1",1.11291490160879e-23,0.396889374185122,0.726,0.668,3.74985546948064e-19
"ATP5E",1.44147232814123e-23,0.259306707893797,0.981,0.965,4.85689686243908e-19
"COX7A2L",2.13333471571596e-23,0.35128644325505,0.891,0.906,7.18805799113335e-19
"KMT2E",3.94087397484876e-23,0.432126701290555,0.652,0.589,1.32783807708554e-18
"CLDN3",1.53546980435096e-22,0.405790583280914,0.431,0.304,5.17361195878014e-18
"TLE4",2.57713160350313e-22,0.401106311660584,0.539,0.433,8.68338722484345e-18
"CAPN6",3.24583260202151e-22,0.474000068389815,0.331,0.2,1.09365083692513e-17
"NRG1",3.35281606233311e-22,0.410292274814159,0.297,0.172,1.12969784404252e-17
"CRABP2",5.07653829402347e-22,0.286283627060136,0.944,0.934,1.71048881278827e-17
"SLC2A1",8.65741109451597e-22,0.52436591148773,0.6,0.526,2.91702809418621e-17
"RP11-89K21.1",9.90375638043416e-22,0.418808870110221,0.458,0.326,3.33697167482349e-17
"HES1",3.24883604822203e-21,0.496364460054279,0.675,0.596,1.09466281808793e-16
"UBXN1",5.91823420436783e-21,0.325421991478992,0.825,0.829,1.9940898328197e-16
"SNHG7",8.53346713412831e-21,0.384353264378029,0.708,0.683,2.87526641617319e-16
"CSRP2",1.03424455203999e-20,0.323479441672371,0.835,0.803,3.48478359364356e-16
"BST2",1.1847590503538e-20,0.375444768379788,0.917,0.926,3.99192714426209e-16
"SSBP2",1.41771095320968e-20,0.437270328686128,0.526,0.444,4.77683528574468e-16
"FBLN1",2.28689423228849e-20,0.431493932245105,0.633,0.573,7.70546142627283e-16
"PDLIM7",2.74800744892137e-20,0.407728565753816,0.701,0.679,9.25913629839568e-16
"TSC22D3",3.51861170958885e-20,0.385638489709996,0.327,0.207,1.18556102942887e-15
"TMEM256",5.04220360696517e-20,0.357118256648799,0.782,0.77,1.69892008333084e-15
"C1orf43",1.41004791307251e-19,0.390649030373986,0.748,0.742,4.75101543830651e-15
"IMPDH2",1.54293274615979e-19,0.336376311717295,0.862,0.871,5.19875759491081e-15
"SYF2",1.54938014450403e-19,0.372833479222798,0.635,0.597,5.22048145889187e-15
"SNHG18",1.57049917238759e-19,0.354021438467865,0.297,0.18,5.29163991144274e-15
"PGK1",1.70874846283494e-19,0.373554387678302,0.868,0.851,5.75745707067604e-15
"PTMS",6.95204704146844e-19,0.279871808265205,0.963,0.954,2.34242273015238e-14
"ARHGAP29",8.03950314315291e-19,0.31817109049379,0.287,0.171,2.70883018905394e-14
"CHMP2A",1.21166061987142e-18,0.328782139791618,0.744,0.741,4.08256929259476e-14
"GRINA",1.91678907826991e-18,0.382628904907551,0.543,0.48,6.45842912032262e-14
"RNF130",2.02444309945796e-18,0.415712704830075,0.573,0.528,6.82115857931366e-14
"GSN",7.26703139773003e-18,0.310410463704901,0.268,0.159,2.44855355915116e-13
"EIF3D",8.0543206395916e-18,0.369740795740283,0.723,0.717,2.71382279630399e-13
"KLF3",8.52617239440341e-18,0.375155294097159,0.309,0.204,2.87280852657028e-13
"RHBDD2",1.17265095989458e-17,0.380937022288543,0.431,0.334,3.95113014426881e-13
"UBE2L6",1.39812125862434e-17,0.371785328313257,0.609,0.56,4.71082976880885e-13
"CD99",3.81867657235212e-17,0.391242624983438,0.636,0.586,1.28666488428832e-12
"SMOC1",4.41240137222139e-17,0.296358777145699,0.278,0.164,1.48671451835628e-12
"PNRC1",7.37486283875298e-17,0.372269656721981,0.566,0.504,2.48488628488943e-12
"C12orf76",9.96735219842672e-17,0.370737206829086,0.424,0.329,3.3583996497379e-12
"SH3BGRL3",1.10334885747945e-16,0.359776472710123,0.834,0.851,3.71762364039126e-12
"NLRP1",2.07639199363806e-16,0.366782918942359,0.383,0.276,6.99619518336408e-12
"HNRNPC",3.21356922874007e-16,0.254841063363541,0.957,0.959,1.08278001593168e-11
"TSC22D1",3.32287753458239e-16,0.254579765746451,0.785,0.776,1.11961035650219e-11
"ENO1",3.41742653591785e-16,0.253313650950283,0.99,0.988,1.15146769701216e-11
"RP11-11N9.4",3.5281664133158e-16,0.37472533077511,0.479,0.401,1.18878039130262e-11
"DCTN2",3.53613402281196e-16,0.304093964709182,0.689,0.668,1.19146499764626e-11
"EPB41L4A-AS1",4.9413114997713e-16,0.324177286181788,0.759,0.751,1.66492549673294e-11
"MPST",5.36355840838487e-16,0.324533012663218,0.716,0.71,1.8071973701212e-11
"LTA4H",8.96540154287366e-16,0.349683037520622,0.609,0.583,3.02080239585585e-11
"ST13",9.50507690407539e-16,0.279413036946182,0.893,0.914,3.20264061205916e-11
"PAX6",1.19040249913618e-15,0.336988017148415,0.511,0.378,4.01094218058945e-11
"OXA1L",1.67390216056108e-15,0.343545489184642,0.701,0.704,5.64004593979449e-11
"SIX6",3.21562877013597e-15,0.344200450199221,0.385,0.263,1.08347395780961e-10
"RBMX",3.39284637849507e-15,0.269183374576986,0.938,0.949,1.14318565877013e-10
"FEZF1-AS1",5.5306198060288e-15,0.310461817403602,0.314,0.211,1.86348703744334e-10
"WSB1",6.69749089001544e-15,0.347470449141076,0.663,0.648,2.2566525804818e-10
"CCT8",9.96697369086259e-15,0.28784679879408,0.815,0.82,3.35827211539924e-10
"FAM162A",1.19978765884708e-14,0.329738029865284,0.758,0.751,4.04256453771935e-10
"EID1",1.48692829853967e-14,0.296185655255674,0.744,0.756,5.01005620909957e-10
"PSAP",1.63198837100244e-14,0.30848516903678,0.752,0.761,5.49882161725562e-10
"CCT4",5.15895317867209e-14,0.258117479529153,0.809,0.824,1.73825768402177e-09
"CRB2",6.20250992922021e-14,0.453279035901818,0.38,0.282,2.08987369555146e-09
"BEX2",7.43811444660709e-14,0.343924600813817,0.716,0.735,2.50619828163979e-09
"RAX",8.9857064505984e-14,0.337995926570153,0.423,0.309,3.02764393146463e-09
"TTC3",1.20443620910253e-13,0.29335358061283,0.463,0.364,4.05822736295005e-09
"P4HA1",5.06125939401905e-13,0.349317109191236,0.279,0.195,1.70534074022078e-08
"PPP1CC",8.88705229716477e-13,0.29076699182422,0.832,0.849,2.9944034010067e-08
"NEK6",8.89097995806623e-13,0.306553739798973,0.275,0.187,2.99572678707083e-08
"SARAF",1.83014395968888e-12,0.319770784285736,0.662,0.668,6.1664870577757e-08
"LHX2",2.94519823458938e-12,0.259427543635745,0.443,0.327,9.92355093162545e-08
"BRI3",3.06629018382628e-12,0.25158591946356,0.893,0.878,1.03315581453843e-07
"TMEM219",4.45966392344615e-12,0.260272840802526,0.764,0.769,1.50263916236595e-07
"UBE2E3",9.29815826967743e-12,0.288699757131537,0.725,0.745,3.13292144738511e-07
"FSCN1",9.49386595666251e-12,0.299481491368159,0.576,0.551,3.19886319543787e-07
"BTG2",1.14395051920203e-11,0.290309464324591,0.259,0.174,3.85442687939932e-07
"HSD17B14",1.50974736167342e-11,0.337421715226928,0.39,0.321,5.08694276042244e-07
"SERINC2",2.08082124675139e-11,0.348237528949917,0.375,0.313,7.01111910880415e-07
"TFDP2",2.29333607095196e-11,0.316862069876832,0.59,0.589,7.72716655746554e-07
"FZD2",2.31975527089783e-11,0.301350734949321,0.404,0.328,7.81618340976314e-07
"PHYH",2.75700985115874e-11,0.278954497705008,0.274,0.194,9.28946899249426e-07
"UFC1",3.41377156581117e-11,0.263554060057136,0.781,0.815,1.15023619138442e-06
"BNIP3L",3.94645516440121e-11,0.318154511133944,0.556,0.549,1.32971860309334e-06
"BBX",4.14653569085306e-11,0.291985387822572,0.536,0.519,1.39713373567603e-06
"IGBP1",4.21554154636765e-11,0.32949281280817,0.56,0.56,1.42038456863311e-06
"NONO",4.40391025086611e-11,0.260807825266369,0.784,0.824,1.48385351992683e-06
"CST3",4.45959561694119e-11,0.284564851801415,0.593,0.561,1.50261614717217e-06
"CLNS1A",8.99929859472623e-11,0.258117808504017,0.708,0.741,3.03222366850706e-06
"SPG21",1.24209139286851e-10,0.288861504836969,0.567,0.559,4.18510273913115e-06
"CAMLG",2.11266640568403e-10,0.306591579871262,0.597,0.608,7.11841818731178e-06
"EIF4A1",2.13977931813658e-10,0.270501774601249,0.758,0.79,7.20977243452938e-06
"FXYD6",7.54800698056772e-10,0.257353798667141,0.672,0.657,2.54322547203249e-05
"TPT1-AS1",9.49991206850538e-10,0.358258706486399,0.407,0.354,3.2009003723622e-05
"AMZ2",1.27650541440478e-09,0.304101222383792,0.481,0.463,4.30105734329545e-05
"LINC00493",2.34605165617257e-09,0.270772742214194,0.709,0.743,7.90478645030786e-05
"VKORC1",2.51684834325353e-09,0.264197789501071,0.653,0.68,8.48026880775846e-05
"NIPSNAP1",2.55146387811086e-09,0.294869548465796,0.523,0.516,8.59690239090673e-05
"ZNF580",2.69392478676784e-09,0.279279881478906,0.537,0.528,9.07691017653557e-05
"TSPAN3",3.07409034871011e-09,0.277609607249379,0.5,0.465,0.000103578400209438
"GYPC",3.47066434922545e-09,0.313433108218973,0.289,0.221,0.000116940564582802
"FUNDC2",4.22861629212612e-09,0.281364995022569,0.61,0.623,0.000142478997346898
"ETFB",4.25068531117845e-09,0.303165240395293,0.539,0.543,0.000143222590874847
"ARL4C",4.94428188535782e-09,0.295078165515535,0.533,0.482,0.000166592633845246
"TCEAL3",5.80785118487219e-09,0.282948738181163,0.388,0.334,0.000195689737823084
"UQCRC2",5.91524854826944e-09,0.273050079476347,0.646,0.688,0.00019930838458539
"CCDC160",1.68923728997218e-08,0.266217907625645,0.275,0.207,0.000569171612483226
"TCEAL7",1.70449146963564e-08,0.263264906478059,0.348,0.282,0.000574311355779033
"PCBP4",1.74339898289795e-08,0.354607317091364,0.324,0.267,0.000587420853297636
"KIZ",1.89490396041746e-08,0.305387280152194,0.312,0.254,0.000638468940423058
"LINC00685",2.30902797797186e-08,0.286215415361743,0.279,0.219,0.00077800388689784
"RBMS1",2.75928060260522e-08,0.319524747170214,0.434,0.404,0.000929712006241803
"AES",2.85425465962414e-08,0.266771581564244,0.494,0.472,0.000961712565013758
"COPZ1",5.04151301660483e-08,0.268869556244597,0.585,0.604,0.00169868739581483
"NELL2",6.34177534326522e-08,0.253683035222693,0.265,0.2,0.00213679778415978
"FAM229B",7.18553285525198e-08,0.297599269873536,0.404,0.37,0.0024210934402486
"H2AFY2",7.52591593410449e-08,0.265538819820186,0.504,0.473,0.00253578211483717
"GAMT",8.69692113768303e-08,0.259618262460816,0.481,0.457,0.00293034060813092
"CTNNBIP1",8.77731998103834e-08,0.321495498166583,0.603,0.629,0.00295743019441106
"SPRY1",1.10864502194838e-07,0.328180655411787,0.423,0.392,0.00373546853695288
"NKAIN4",1.18190626715752e-07,0.307158148657139,0.274,0.214,0.00398231497656054
"TMEM88",1.52659591088109e-07,0.262303889009996,0.277,0.215,0.00514371226212276
"NDN",1.64935908364098e-07,0.269360931127591,0.408,0.366,0.00555735049641991
"MMD",1.93898192625113e-07,0.296712925755271,0.448,0.421,0.00653320570231056
"SCG5",3.17382832922342e-07,0.319646220911791,0.474,0.459,0.0106938971724854
"DPCD",4.10108673529779e-07,0.256733800711302,0.42,0.398,0.0138182016459124
"ENO2",6.14679089971361e-07,0.283722426340033,0.417,0.397,0.020710997257495
"SOX11",7.48215374824526e-07,0.383246095581716,0.659,0.668,0.0252103688393376
"GABPB1-AS1",7.62751710940847e-07,0.257786835115008,0.524,0.528,0.0257001561484409
"RTN3",1.69700445657485e-06,0.263906364126424,0.64,0.69,0.057178868159833
"NDUFS2",2.41938420812992e-06,0.250650232321973,0.491,0.501,0.0815187315087296
"SDC2",3.46964317659489e-06,0.254607154336099,0.342,0.299,0.116906157192188
"SERPING1",6.33785699574234e-06,0.293278815824296,0.38,0.361,0.213547753614542
"DTD1",7.65442300538738e-06,0.266799483682987,0.423,0.415,0.257908128743522
"DNAJC4",1.27473092302842e-05,0.270419997226895,0.364,0.348,0.429507837205197
"GPR143",2.09717453659072e-05,0.254658834892689,0.481,0.489,0.706621988358879
"PMPCB",0.000139262430107981,0.260340494086742,0.44,0.452,1
"ILF3-AS1",0.000172082956697817,0.250811444295868,0.364,0.351,1
