"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AHNAK",1.88941979137565e-69,0.578445165067826,0.428,0.143,6.36621104506111e-65
"SYT7",1.05538683978127e-68,0.304305339906219,0.355,0.095,3.55602041795902e-64
"ABRACL",2.66164252449933e-68,0.709134607792653,0.924,0.792,8.96813832204803e-64
"C5orf38",1.04348868580728e-64,0.477986570308296,0.452,0.158,3.51593077795905e-60
"VSNL1",1.32302102776633e-64,0.280484039579758,0.275,0.063,4.45778705095587e-60
"EPCAM",6.63081367874286e-64,0.768705646564857,0.741,0.391,2.23418636091562e-59
"CTSV",1.24271513586061e-63,0.892481629417855,0.614,0.301,4.18720437876875e-59
"EDN1",4.5058039418837e-61,0.506017102592947,0.335,0.096,1.51818558017829e-56
"S100A16",7.5489370068993e-59,0.696496451592698,0.526,0.231,2.54353883510465e-54
"TBC1D1",2.88759288692807e-58,0.488786063596317,0.554,0.242,9.72945547321544e-54
"APP",1.29479356472479e-57,0.651582243021586,0.801,0.519,4.36267743698371e-53
"SHISA2",1.40112641528442e-57,0.898086234157812,0.691,0.39,4.72095534365931e-53
"FGFR3",2.35896161235054e-56,0.361334226367517,0.347,0.108,7.94828525665391e-52
"FREM2",3.84419182238905e-56,0.311692059204746,0.257,0.064,1.29526199263577e-51
"SLC2A3",1.34159569125872e-55,0.788327714555496,0.817,0.519,4.52037252212712e-51
"SEPP1",3.32305469397139e-55,0.606359335315583,0.789,0.453,1.11967004858672e-50
"CLDN7",5.06687224955186e-55,0.462647710124637,0.677,0.328,1.707231935764e-50
"CRABP2",9.83355374042527e-52,0.625832361476,0.982,0.932,3.31331759729889e-47
"CYB5A",4.20842029455748e-51,0.592781454977463,0.821,0.536,1.4179851340482e-46
"FBN2",9.5501781467298e-51,0.450051423476927,0.444,0.173,3.21783702475914e-46
"INADL",2.08817993179711e-49,0.265917773166159,0.269,0.076,7.03591346219717e-45
"APLP2",2.93744984311361e-48,0.624284192530826,0.865,0.629,9.89744350138698e-44
"CITED2",6.67550754260469e-47,0.564142063322803,0.719,0.424,2.24924551140523e-42
"CADM1",9.2241520898669e-47,0.545993067531096,0.57,0.281,3.10798580515975e-42
"TPM1",1.16761659367974e-45,0.580310518215419,0.982,0.877,3.93416735074452e-41
"AP1M2",1.30778224376369e-44,0.373895005487811,0.51,0.234,4.40644149213737e-40
"BMP4",1.85741689013064e-44,0.483138007726809,0.414,0.168,6.25838046960619e-40
"LHX5-AS1",1.48633486283449e-43,0.606231168715736,0.618,0.323,5.00805668683452e-39
"SLC9A3R1",1.82681116082745e-43,0.423285913511176,0.639,0.35,6.15525752529202e-39
"SDC4",3.13233853095902e-43,0.407127256211383,0.43,0.182,1.05541014462133e-38
"KCNK12",3.83075605211268e-43,0.478592886129776,0.536,0.267,1.29073494419885e-38
"FAM110A",7.7676836240278e-43,0.257944631865981,0.347,0.125,2.61724332027993e-38
"DNAJC15",1.11329920648754e-42,0.539526282276,0.59,0.316,3.7511503463391e-38
"CLDN10",4.14698435929884e-42,0.697185412849607,0.347,0.131,1.39728491002215e-37
"SPINT1",7.04803158700636e-42,0.367325521192174,0.498,0.235,2.37476376292592e-37
"ELF3",1.23860013851486e-41,0.296994105450628,0.416,0.167,4.17333930671196e-37
"IGDCC3",3.06069826802119e-41,0.40173798485155,0.612,0.312,1.03127167442706e-36
"GADD45A",5.32377226840492e-40,0.308551364582164,0.43,0.181,1.79379182811635e-35
"NUDT4",1.49338344183694e-39,0.480672460745795,0.614,0.344,5.03180616892539e-35
"FSTL1",1.59704057844669e-39,0.562118086163333,0.783,0.531,5.38106852501828e-35
"EZR",2.53931547299024e-39,0.863644788762791,0.723,0.461,8.55596955469332e-35
"HSP90AA1",9.47046562195443e-39,0.688275458904592,0.994,0.988,3.19097868666133e-34
"NPAS1",2.01189553054935e-38,0.319917166144424,0.359,0.141,6.77888080063297e-34
"CENPW",5.17766875318627e-38,0.646622966775305,0.801,0.637,1.74456370969858e-33
"BSG",8.61201572690453e-38,0.44495825828316,0.984,0.953,2.90173257902321e-33
"F11R",8.64076076963116e-38,0.35404579844121,0.466,0.22,2.91141793371952e-33
"LPCAT1",1.83871448772707e-37,0.353713632212189,0.562,0.284,6.1953645949476e-33
"SPINT2",2.91605210391176e-37,0.476620474147592,0.926,0.741,9.8253459589203e-33
"ITGB1",3.45978608029613e-37,0.4486082068406,0.657,0.398,1.16574032189498e-32
"ANXA11",9.15991167506126e-37,0.341716617641002,0.506,0.253,3.08634063979514e-32
"STT3B",1.15774644627379e-36,0.347671116661342,0.546,0.279,3.90091087607491e-32
"KCNG1",2.02324850917806e-36,0.289519459575088,0.297,0.109,6.81713352682455e-32
"LHX5",2.91337045510878e-36,0.34482048431609,0.428,0.19,9.81631041144352e-32
"ATP1A1",7.02102094149396e-36,0.446553212961281,0.671,0.412,2.36566279602698e-31
"ZFP36L2",7.92202149267771e-35,0.546969146472777,0.821,0.67,2.66924592174283e-30
"STARD10",1.32088814543465e-34,0.290226865782625,0.47,0.221,4.45060051722752e-30
"FLNA",4.18473390496581e-34,0.500423267046185,0.823,0.553,1.41000424193918e-29
"GJA1",4.11688719946365e-33,0.492897923399052,0.849,0.63,1.38714397298728e-28
"LMO1",4.796586503164e-33,0.53834018041086,0.438,0.21,1.61616185637608e-28
"HEBP2",8.95072476826815e-33,0.465982195549512,0.819,0.618,3.01585720342027e-28
"CTSC",1.35873049206164e-32,0.396867499971871,0.624,0.366,4.57810651995249e-28
"MT-CYB",1.41529523924108e-32,0.553502666212086,0.992,0.952,4.76869577909888e-28
"MARVELD3",1.86284553304903e-32,0.259594851987299,0.41,0.188,6.2766717390554e-28
"RNF149",3.19388847835388e-32,0.275457102647057,0.343,0.143,1.07614878389656e-27
"OLFML3",3.56493322092313e-32,0.35204598147057,0.353,0.155,1.20116859945784e-27
"SLC44A2",5.125704805405e-32,0.37195523645429,0.568,0.326,1.72705497713316e-27
"APOE",8.12929591428753e-32,0.531160141533889,0.99,0.962,2.73908496536004e-27
"PDCD2",9.53160523231593e-32,0.42477523354626,0.797,0.566,3.21157906697653e-27
"DAG1",1.29718231006426e-31,0.350509633228093,0.54,0.294,4.37072607553053e-27
"BCAM",1.94763555210943e-31,0.410906446119527,0.622,0.364,6.56236322927753e-27
"TP53I11",2.07491393440067e-31,0.43806045235028,0.618,0.369,6.99121501056963e-27
"SLC16A1",1.07672250933672e-30,0.388743930321458,0.751,0.492,3.62790882295913e-26
"SMARCD2",2.46681072813267e-30,0.266017040587459,0.462,0.232,8.31167206737022e-26
"FZD7",5.29167100732473e-30,0.3955039894772,0.396,0.192,1.78297562920799e-25
"ENO1",8.62219423271403e-30,0.460189993343439,0.994,0.988,2.90516212477066e-25
"MYL12B",9.24511122162557e-30,0.450533902036259,0.853,0.682,3.11504777501452e-25
"MGST3",2.164776639331e-28,0.526347413188794,0.908,0.809,7.29399840856186e-24
"TFPI",4.18641635127936e-28,0.349764942946044,0.293,0.122,1.41057112540007e-23
"FAM84B",5.43012908824357e-28,0.272564343796175,0.353,0.162,1.82962769499279e-23
"GSTO1",6.62598811596805e-28,0.655128802133993,0.747,0.558,2.23256043579428e-23
"RGS16",8.09839793967412e-28,0.384220111656636,0.313,0.136,2.7286742017938e-23
"MYO6",1.18018663022679e-27,0.271960107426657,0.438,0.219,3.97652083188615e-23
"MYL12A",1.26584018735921e-27,0.422068279594095,0.861,0.703,4.26512192728813e-23
"HSP90B1",2.20021274884295e-27,0.593922270684222,0.821,0.645,7.41339683595143e-23
"POLR2J3",1.22100865618317e-26,0.44572759878367,0.783,0.563,4.11406656614357e-22
"CTNNA1",2.24835298858823e-26,0.343594414536745,0.673,0.442,7.57560055974919e-22
"TSTD1",2.50433901776602e-26,0.362130498454234,0.875,0.657,8.43811988646083e-22
"TYRO3",3.64257631260989e-26,0.304484610379805,0.508,0.283,1.22732966277078e-21
"CDC42SE1",3.38765790693228e-25,0.299751215652041,0.444,0.233,1.14143745516176e-20
"PTK7",1.25864609012369e-24,0.250909927101748,0.42,0.218,4.24088213606277e-20
"CALM1",2.01090135688793e-24,0.367352327361039,0.944,0.807,6.77553103189821e-20
"CSTB",3.08546981159692e-24,0.467029480005421,0.942,0.867,1.03961819831947e-19
"ACTG1",8.90005444291814e-24,0.267144585850701,1,1,2.99878434399684e-19
"MDFI",9.49480533895194e-24,0.283641250589428,0.528,0.303,3.19917971090647e-19
"ARID3A",1.33072529790385e-23,0.332656953990333,0.699,0.483,4.48374581875722e-19
"CTNND1",1.4078069225042e-23,0.279523195518527,0.54,0.318,4.74346464468564e-19
"TSPAN6",2.81801848047091e-23,0.427654940785398,0.843,0.677,9.49503146809868e-19
"COL18A1",2.98228455246886e-23,0.344073338154002,0.536,0.325,1.00485095710886e-18
"SESN3",6.70204609415303e-23,0.291446217544451,0.486,0.274,2.25818741096392e-18
"IER2",2.36177103747369e-22,0.328596714221367,0.783,0.574,7.95775133366384e-18
"COX6A1",4.04280168658416e-22,0.288442350107174,0.994,0.962,1.36218160027767e-17
"PRTG",3.75268021805061e-21,0.332110740140719,0.673,0.432,1.26442807266997e-16
"PSMB1",3.98109864007075e-21,0.368640526997889,0.984,0.943,1.34139137578544e-16
"SNHG8",5.09503280682969e-21,0.35751526764894,0.829,0.691,1.7167203539332e-16
"ACTB",5.35257010021493e-21,0.261140497537247,1,1,1.80349496956642e-16
"LMO4",1.51241643326438e-20,0.358394542815897,0.797,0.629,5.09593593024099e-16
"SOX4",1.64084083265126e-20,0.41148513854741,0.984,0.947,5.52864910153517e-16
"DSTN",3.32327005323611e-20,0.301391903258386,0.938,0.855,1.11974261173737e-15
"CYBA",3.88584336293435e-20,0.426454755011904,0.839,0.706,1.3092960627071e-15
"MT-ND2",4.62506615005969e-20,0.370232759700506,0.998,0.961,1.55836978860111e-15
"CALR",7.19681275806428e-20,0.331794113287833,0.89,0.716,2.42489409070218e-15
"C4orf3",1.1257271564513e-19,0.319240727189008,0.94,0.853,3.79302508094702e-15
"HES4",1.36446551420302e-19,0.27647371929243,0.594,0.379,4.59743010355567e-15
"REEP5",1.91286075144901e-19,0.266956539534818,0.52,0.318,6.44519301593231e-15
"DMKN",3.13602251579357e-19,0.285772992159321,0.882,0.67,1.05665142647148e-14
"PDIA3",3.42629801880563e-19,0.377312503642292,0.785,0.612,1.15445685445637e-14
"HNRNPA3",4.42678353007347e-19,0.321531700398425,0.944,0.84,1.49156044262296e-14
"PPIB",6.76841874939244e-19,0.392389449009951,0.825,0.685,2.28055101342029e-14
"ANP32B",1.16760433026155e-18,0.315111122655507,0.875,0.729,3.93412603038328e-14
"TMBIM6",1.46466835096455e-18,0.35028813436369,0.904,0.751,4.93505354173995e-14
"ATP2B1",9.48440510993127e-18,0.331857457723801,0.733,0.546,3.19567545774024e-13
"C6orf48",9.75638452444102e-18,0.265225360760712,0.958,0.892,3.28731620166516e-13
"ID1",7.06925915122592e-17,0.326014892850808,0.873,0.722,2.38191617841406e-12
"LIN28A",8.65216412410906e-17,0.319756309557075,0.867,0.769,2.91526017997731e-12
"TUBA1C",1.48185772158462e-16,0.311229979740417,0.851,0.683,4.99297140710721e-12
"DNAJC1",1.53190926020548e-16,0.269262752300951,0.492,0.313,5.16161506133633e-12
"STMN1",1.95739684732478e-16,0.270926747874026,0.996,0.985,6.59525293737612e-12
"LAPTM4A",2.04443047559731e-16,0.354932057776775,0.92,0.818,6.88850404447756e-12
"MT-ND1",3.54877764544991e-16,0.323673200326244,1,0.959,1.19572513985789e-11
"ARPC3",6.99703262221299e-16,0.265488810554389,0.932,0.828,2.35758017172844e-11
"CD63",9.97790096174405e-16,0.328288537443159,0.986,0.959,3.36195395005004e-11
"PPP1CB",1.18166569636169e-15,0.314133643178076,0.709,0.523,3.98150439732108e-11
"HSPA5",4.23125210701861e-15,0.334339486693424,0.723,0.539,1.42567808493885e-10
"ITM2B",5.22473725910729e-15,0.289996470989357,0.759,0.614,1.76042297208361e-10
"ISYNA1",2.71947380624456e-14,0.301157617542701,0.715,0.567,9.16299504276041e-10
"HPS1",3.0496059415339e-14,0.250952193248716,0.616,0.433,1.02753422594043e-09
"S100A10",3.05571363522149e-14,0.305650681086287,0.474,0.307,1.02959215225153e-09
"BCAP31",5.90372215288041e-14,0.255503612800904,0.721,0.543,1.98920014219152e-09
"ATP6AP2",2.28781025970161e-13,0.277925365274138,0.58,0.411,7.7085478890386e-09
"PLD3",2.59520704245682e-13,0.267516594377995,0.735,0.564,8.744290608854e-09
"ITM2C",2.75564478710793e-13,0.278691615966436,0.723,0.558,9.28486954568147e-09
"MYL9",3.95065050238537e-13,0.355975722662452,0.769,0.599,1.33113218027373e-08
"S100A13",6.16798911213498e-13,0.620140876466388,0.783,0.688,2.07824225144276e-08
"PRDX4",1.2737250309591e-11,0.321451109769959,0.91,0.83,4.29168911931359e-07
"ACAA2",3.94547692860469e-11,0.269652167266033,0.751,0.625,1.32938899632407e-06
"TUBB4B",3.18994661667592e-10,0.313315160919174,0.773,0.646,1.07482061302278e-05
"PHGDH",4.50222590968614e-10,0.251891191204686,0.839,0.752,1.51697999800965e-05
"MT-CO2",7.64108446432713e-10,0.261296568719713,0.998,0.995,2.57458699941038e-05
"UBXN4",8.24507033784635e-10,0.275850261231841,0.749,0.617,2.77809399963395e-05
"C1orf56",2.51114957684127e-09,0.252670094775594,0.289,0.18,8.46106738420898e-05
"MT-ND3",5.22560576562945e-09,0.274843225234482,0.984,0.926,0.000176071560667119
"MT-CO3",1.45568045150299e-08,0.256756067495963,0.998,0.997,0.000490476971329417
"MT2A",2.22865178804689e-08,0.839103144768403,0.566,0.465,0.00075092193346452
"MFGE8",3.99782759651648e-08,0.26796808923895,0.699,0.565,0.00134702803037026
"MT1E",1.65176246264488e-07,0.770661300711278,0.418,0.307,0.00556544844163564
"WFDC2",5.18007124152042e-07,0.262146464249579,0.43,0.322,0.0174537320411789
"MT1G",0.000500327070156618,0.344457254850276,0.375,0.287,1
"NEAT1",0.000712262624832531,0.45276805604917,0.594,0.517,1
