nGene	nUMI	orig.ident	hash_maxID	hash_secondID	hash_margin	hto_classification	hto_classification_global	hash_ID
3219	11375	SeuratProject	Antibody6	Antibody8	2.49405893669118	Antibody6	Singlet	Antibody6
5460	31666	SeuratProject	Antibody8	Antibody7	2.9934061928912	Antibody8	Singlet	Antibody8
2507	8806	SeuratProject	Antibody8	Antibody6	1.7127820220774	Antibody8	Singlet	Antibody8
5585	24472	SeuratProject	Antibody7	Antibody8	1.39404104066908	Antibody7	Singlet	Antibody7
4808	25294	SeuratProject	Antibody8	Antibody6	1.96870681814845	Antibody8	Singlet	Antibody8
4521	17063	SeuratProject	Antibody6	Antibody8	1.52271866912123	Antibody6	Singlet	Antibody6
5314	27350	SeuratProject	Antibody6	Antibody8	2.14243979962966	Antibody6	Singlet	Antibody6
2913	12394	SeuratProject	Antibody7	Antibody8	2.38459176003564	Antibody7	Singlet	Antibody7
3811	16022	SeuratProject	Antibody6	Antibody8	1.19731433991457	Antibody6	Singlet	Antibody6
3156	9055	SeuratProject	Antibody7	Antibody8	1.27822701619	Antibody7	Singlet	Antibody7
3767	15826	SeuratProject	Antibody7	Antibody8	1.70869508081529	Antibody7	Singlet	Antibody7
2542	12539	SeuratProject	Antibody6	Antibody7	1.43007771095698	Antibody6	Singlet	Antibody6
6492	32198	SeuratProject	Antibody7	Antibody8	2.51745814717775	Antibody7	Singlet	Antibody7
5157	40443	SeuratProject	Antibody7	Antibody8	2.38836781584981	Antibody7	Singlet	Antibody7
2945	11865	SeuratProject	Antibody6	Antibody8	1.1238349003325	Antibody6	Singlet	Antibody6
2574	8093	SeuratProject	Antibody6	Antibody8	0.513254654623846	Antibody6	Singlet	Antibody6
3588	11382	SeuratProject	Antibody7	Antibody8	1.67481336154938	Antibody7	Singlet	Antibody7
4923	29370	SeuratProject	Antibody8	Antibody6	2.03926148098212	Antibody8	Singlet	Antibody8
2666	12616	SeuratProject	Antibody6	Antibody8	1.41526311081036	Antibody6	Singlet	Antibody6
4075	16094	SeuratProject	Antibody6	Antibody8	1.80361148880391	Antibody6	Singlet	Antibody6
3464	15111	SeuratProject	Antibody6	Antibody8	2.00217441070628	Antibody6	Singlet	Antibody6
2348	10675	SeuratProject	Antibody7	Antibody6	2.2776682752108	Antibody7	Singlet	Antibody7
5188	22094	SeuratProject	Antibody7	Antibody8	3.25195346570099	Antibody7	Singlet	Antibody7
3247	16111	SeuratProject	Antibody6	Antibody7	1.42815295310531	Antibody6	Singlet	Antibody6
3875	18296	SeuratProject	Antibody7	Antibody6	1.75642970439749	Antibody7	Singlet	Antibody7
4188	17413	SeuratProject	Antibody6	Antibody8	2.28532770846055	Antibody6	Singlet	Antibody6
3288	8965	SeuratProject	Antibody7	Antibody8	1.81338903275244	Antibody7	Singlet	Antibody7
4393	19387	SeuratProject	Antibody8	Antibody6	0.927953522705191	Antibody8	Singlet	Antibody8
4337	24665	SeuratProject	Antibody7	Antibody8	2.42769335479429	Antibody7	Singlet	Antibody7
4325	16632	SeuratProject	Antibody7	Antibody8	0.90418857661197	Antibody7	Singlet	Antibody7
3554	14883	SeuratProject	Antibody8	Antibody7	1.92119663240542	Antibody8	Singlet	Antibody8
3316	13663	SeuratProject	Antibody7	Antibody8	1.08826704455744	Antibody7	Singlet	Antibody7
3749	19925	SeuratProject	Antibody8	Antibody6	1.70724656394411	Antibody8	Singlet	Antibody8
3078	7563	SeuratProject	Antibody8	Antibody7	0.885647453223555	Antibody8	Singlet	Antibody8
3964	18300	SeuratProject	Antibody8	Antibody6	2.06362197179797	Antibody8	Singlet	Antibody8
3882	18644	SeuratProject	Antibody8	Antibody6	2.2249391172311	Antibody8	Singlet	Antibody8
2858	9733	SeuratProject	Antibody7	Antibody8	0.619730075701851	Antibody7	Singlet	Antibody7
4376	21199	SeuratProject	Antibody6	Antibody8	2.37792417146718	Antibody6	Singlet	Antibody6
3954	18197	SeuratProject	Antibody6	Antibody8	0.918169733773856	Antibody6	Singlet	Antibody6
2279	7225	SeuratProject	Antibody6	Antibody8	1.47359313637587	Antibody6	Singlet	Antibody6
3359	9661	SeuratProject	Antibody6	Antibody8	0.616956671315517	Antibody6	Singlet	Antibody6
2451	9048	SeuratProject	Antibody7	Antibody8	1.1868136533289	Antibody7	Singlet	Antibody7
6290	53053	SeuratProject	Antibody6	Antibody8	2.10920116066997	Antibody6	Singlet	Antibody6
2634	8890	SeuratProject	Antibody8	Antibody6	2.3748998777158	Antibody8	Singlet	Antibody8
2649	6716	SeuratProject	Antibody8	Antibody6	1.11426750002111	Antibody8	Singlet	Antibody8
5561	33026	SeuratProject	Antibody7	Antibody8	2.07428435475957	Antibody7	Singlet	Antibody7
5336	41037	SeuratProject	Antibody7	Antibody8	0.903920771020016	Antibody7	Singlet	Antibody7
3951	17203	SeuratProject	Antibody7	Antibody8	0.620317497164258	Antibody7	Singlet	Antibody7
3525	12995	SeuratProject	Antibody8	Antibody6	2.12693284441699	Antibody8	Singlet	Antibody8
3607	15580	SeuratProject	Antibody7	Antibody8	1.06360042174366	Antibody7	Singlet	Antibody7
5509	38264	SeuratProject	Antibody7	Antibody8	1.7273954461329	Antibody7	Singlet	Antibody7
3867	20276	SeuratProject	Antibody6	Antibody8	1.72489044632529	Antibody6	Singlet	Antibody6
4230	17925	SeuratProject	Antibody6	Antibody8	1.17176674158246	Antibody6	Singlet	Antibody6
2554	13140	SeuratProject	Antibody7	Antibody8	1.25053048004185	Antibody7	Singlet	Antibody7
3131	9903	SeuratProject	Antibody6	Antibody8	2.23717414152079	Antibody6	Singlet	Antibody6
3610	13066	SeuratProject	Antibody7	Antibody8	2.72159968907863	Antibody7	Singlet	Antibody7
4342	19424	SeuratProject	Antibody8	Antibody6	2.33279363913287	Antibody8	Singlet	Antibody8
4353	16779	SeuratProject	Antibody7	Antibody8	1.40666775165789	Antibody7	Singlet	Antibody7
4318	14190	SeuratProject	Antibody7	Antibody8	1.43372905501819	Antibody7	Singlet	Antibody7
4605	14907	SeuratProject	Antibody6	Antibody8	2.34630045826088	Antibody6	Singlet	Antibody6
2739	8311	SeuratProject	Antibody6	Antibody8	1.53349851686752	Antibody6	Singlet	Antibody6
2933	9312	SeuratProject	Antibody7	Antibody8	1.27759440496069	Antibody7	Singlet	Antibody7
2532	8130	SeuratProject	Antibody6	Antibody8	1.14859319514976	Antibody6	Singlet	Antibody6
5840	28633	SeuratProject	Antibody6	Antibody8	2.25082764624606	Antibody6	Singlet	Antibody6
2868	12576	SeuratProject	Antibody6	Antibody7	1.32098364009592	Antibody6	Singlet	Antibody6
5484	47410	SeuratProject	Antibody7	Antibody8	3.72683744161112	Antibody7	Singlet	Antibody7
2878	9132	SeuratProject	Antibody7	Antibody6	1.20681882540504	Antibody7	Singlet	Antibody7
5250	23600	SeuratProject	Antibody7	Antibody8	2.19958565296027	Antibody7	Singlet	Antibody7
6460	46188	SeuratProject	Antibody7	Antibody8	3.21475016032506	Antibody7	Singlet	Antibody7
6325	69910	SeuratProject	Antibody6	Antibody8	3.01940855528182	Antibody6	Singlet	Antibody6
5362	34246	SeuratProject	Antibody6	Antibody8	2.1522824334797	Antibody6	Singlet	Antibody6
3284	11852	SeuratProject	Antibody7	Antibody8	1.06695530130772	Antibody7	Singlet	Antibody7
3545	13380	SeuratProject	Antibody7	Antibody8	2.11166705117355	Antibody7	Singlet	Antibody7
2647	8974	SeuratProject	Antibody8	Antibody7	1.55321474175922	Antibody8	Singlet	Antibody8
3761	20043	SeuratProject	Antibody6	Antibody8	1.85258043845477	Antibody6	Singlet	Antibody6
2799	9626	SeuratProject	Antibody6	Antibody8	1.34936952138835	Antibody6	Singlet	Antibody6
2413	6292	SeuratProject	Antibody8	Antibody6	0.805653053648159	Antibody8	Singlet	Antibody8
4889	24826	SeuratProject	Antibody7	Antibody8	2.23144659755452	Antibody7	Singlet	Antibody7
3387	12298	SeuratProject	Antibody7	Antibody8	1.94934980764617	Antibody7	Singlet	Antibody7
2765	8604	SeuratProject	Antibody6	Antibody8	1.1291032876142	Antibody6	Singlet	Antibody6
2039	7295	SeuratProject	Antibody8	Antibody7	1.78217091799633	Antibody8	Singlet	Antibody8
3527	16965	SeuratProject	Antibody8	Antibody6	1.83840920178001	Antibody8	Singlet	Antibody8
8104	71848	SeuratProject	Antibody6	Antibody8	3.13797033505857	Antibody6	Singlet	Antibody6
2303	7161	SeuratProject	Antibody7	Antibody8	0.891390475908042	Antibody7	Singlet	Antibody7
4888	21959	SeuratProject	Antibody6	Antibody7	1.01347090179007	Antibody6	Singlet	Antibody6
2905	9664	SeuratProject	Antibody6	Antibody8	1.15741711612694	Antibody6	Singlet	Antibody6
3016	14969	SeuratProject	Antibody7	Antibody8	1.64307856563223	Antibody7	Singlet	Antibody7
4414	27097	SeuratProject	Antibody8	Antibody7	1.86542372253697	Antibody8	Singlet	Antibody8
3571	9636	SeuratProject	Antibody6	Antibody8	2.80129682312493	Antibody6	Singlet	Antibody6
8603	109846	SeuratProject	Antibody6	Antibody8	4.02430242976159	Antibody6	Singlet	Antibody6
4619	21734	SeuratProject	Antibody6	Antibody8	0.918687349915361	Antibody6	Singlet	Antibody6
3312	9259	SeuratProject	Antibody7	Antibody8	0.94098430238555	Antibody7	Singlet	Antibody7
3215	10933	SeuratProject	Antibody8	Antibody6	1.27079168697314	Antibody8	Singlet	Antibody8
3446	14582	SeuratProject	Antibody7	Antibody6	2.78037108708421	Antibody7	Singlet	Antibody7
6959	67508	SeuratProject	Antibody7	Antibody8	2.71675501271219	Antibody7	Singlet	Antibody7
3168	11822	SeuratProject	Antibody7	Antibody8	1.65272669651921	Antibody7	Singlet	Antibody7
3068	10410	SeuratProject	Antibody6	Antibody8	0.381097064033904	Antibody6	Singlet	Antibody6
2674	9201	SeuratProject	Antibody6	Antibody8	0.964432352554241	Antibody6	Singlet	Antibody6
5793	32918	SeuratProject	Antibody6	Antibody8	1.63010758985851	Antibody6	Singlet	Antibody6
3927	13096	SeuratProject	Antibody6	Antibody8	2.45818196266045	Antibody6	Singlet	Antibody6
2562	11391	SeuratProject	Antibody8	Antibody7	2.23890245709873	Antibody8	Singlet	Antibody8
2182	6548	SeuratProject	Antibody6	Antibody8	1.1071840808046	Antibody6	Singlet	Antibody6
3912	17456	SeuratProject	Antibody7	Antibody8	1.88293172147949	Antibody7	Singlet	Antibody7
1947	6408	SeuratProject	Antibody6	Antibody8	0.606296633499442	Antibody6	Singlet	Antibody6
3608	11465	SeuratProject	Antibody6	Antibody8	1.77562063910103	Antibody6	Singlet	Antibody6
2077	9202	SeuratProject	Antibody7	Antibody8	3.08053716276507	Antibody7	Singlet	Antibody7
3062	9820	SeuratProject	Antibody6	Antibody8	2.06118692476115	Antibody6	Singlet	Antibody6
3732	18762	SeuratProject	Antibody7	Antibody8	1.45644623056284	Antibody7	Singlet	Antibody7
4588	24235	SeuratProject	Antibody6	Antibody8	2.32693229877068	Antibody6	Singlet	Antibody6
3097	11171	SeuratProject	Antibody6	Antibody8	1.24480967891644	Antibody6	Singlet	Antibody6
3437	14861	SeuratProject	Antibody7	Antibody8	2.0952678078471	Antibody7	Singlet	Antibody7
5199	26470	SeuratProject	Antibody7	Antibody8	1.52028444287499	Antibody7	Singlet	Antibody7
2502	7932	SeuratProject	Antibody8	Antibody7	0.963273851272433	Antibody8	Singlet	Antibody8
5508	29743	SeuratProject	Antibody6	Antibody8	1.32082668942563	Antibody6	Singlet	Antibody6
2734	9661	SeuratProject	Antibody8	Antibody7	1.27131474268204	Antibody8	Singlet	Antibody8
2886	7735	SeuratProject	Antibody8	Antibody6	0.935730026641751	Antibody8	Singlet	Antibody8
2265	7022	SeuratProject	Antibody7	Antibody8	1.52011859544356	Antibody7	Singlet	Antibody7
8068	61083	SeuratProject	Antibody7	Antibody8	2.47324550662208	Antibody7	Singlet	Antibody7
3290	14757	SeuratProject	Antibody6	Antibody8	1.17088069803541	Antibody6	Singlet	Antibody6
3778	13246	SeuratProject	Antibody6	Antibody8	1.29714988970579	Antibody6	Singlet	Antibody6
3793	22241	SeuratProject	Antibody8	Antibody7	2.49016097323041	Antibody8	Singlet	Antibody8
2871	10242	SeuratProject	Antibody6	Antibody8	1.16981937212135	Antibody6	Singlet	Antibody6
2369	6876	SeuratProject	Antibody6	Antibody8	1.1445951756797	Antibody6	Singlet	Antibody6
4115	20477	SeuratProject	Antibody6	Antibody8	1.07984773153552	Antibody6	Singlet	Antibody6
5043	27763	SeuratProject	Antibody8	Antibody7	2.64272129393642	Antibody8	Singlet	Antibody8
3142	8351	SeuratProject	Antibody6	Antibody8	1.87231388033319	Antibody6	Singlet	Antibody6
2240	6338	SeuratProject	Antibody6	Antibody8	1.0172889677532	Antibody6	Singlet	Antibody6
3259	13501	SeuratProject	Antibody6	Antibody8	1.80229811493316	Antibody6	Singlet	Antibody6
6951	58200	SeuratProject	Antibody6	Antibody8	2.75016443707017	Antibody6	Singlet	Antibody6
3859	19679	SeuratProject	Antibody6	Antibody8	2.23293560232994	Antibody6	Singlet	Antibody6
5826	25794	SeuratProject	Antibody7	Antibody8	1.3222474869915	Antibody7	Singlet	Antibody7
3372	12610	SeuratProject	Antibody6	Antibody8	2.06762588544269	Antibody6	Singlet	Antibody6
3544	13819	SeuratProject	Antibody6	Antibody8	2.05214306908453	Antibody6	Singlet	Antibody6
3169	10598	SeuratProject	Antibody6	Antibody8	1.23067032787118	Antibody6	Singlet	Antibody6
5441	25212	SeuratProject	Antibody7	Antibody8	1.8637507007601	Antibody7	Singlet	Antibody7
6132	37145	SeuratProject	Antibody6	Antibody8	3.29879630681192	Antibody6	Singlet	Antibody6
3583	9877	SeuratProject	Antibody6	Antibody8	0.755908217104504	Antibody6	Singlet	Antibody6
3076	9677	SeuratProject	Antibody7	Antibody8	1.78308970357912	Antibody7	Singlet	Antibody7
2538	9685	SeuratProject	Antibody8	Antibody7	2.00649568883229	Antibody8	Singlet	Antibody8
4616	22576	SeuratProject	Antibody6	Antibody8	2.03934568240922	Antibody6	Singlet	Antibody6
8775	89513	SeuratProject	Antibody7	Antibody8	3.72018549480687	Antibody7	Singlet	Antibody7
3246	13692	SeuratProject	Antibody8	Antibody6	0.815634498910929	Antibody8	Singlet	Antibody8
5942	33032	SeuratProject	Antibody6	Antibody8	3.24013193539174	Antibody6	Singlet	Antibody6
6922	43752	SeuratProject	Antibody8	Antibody7	1.78862988249134	Antibody8	Singlet	Antibody8
2778	9062	SeuratProject	Antibody8	Antibody7	2.23062187401182	Antibody8	Singlet	Antibody8
2386	7860	SeuratProject	Antibody6	Antibody8	0.991688914595236	Antibody6	Singlet	Antibody6
2795	8012	SeuratProject	Antibody8	Antibody7	1.65696562619902	Antibody8	Singlet	Antibody8
4191	16561	SeuratProject	Antibody7	Antibody6	1.65276845507349	Antibody7	Singlet	Antibody7
5255	38599	SeuratProject	Antibody6	Antibody8	1.08490280158485	Antibody6	Singlet	Antibody6
7199	59112	SeuratProject	Antibody6	Antibody8	3.0593524705725	Antibody6	Singlet	Antibody6
5810	32797	SeuratProject	Antibody7	Antibody8	2.31685561461661	Antibody7	Singlet	Antibody7
5264	26786	SeuratProject	Antibody8	Antibody7	2.94210378182279	Antibody8	Singlet	Antibody8
2028	6784	SeuratProject	Antibody8	Antibody6	1.74697636764609	Antibody8	Singlet	Antibody8
2707	7814	SeuratProject	Antibody7	Antibody8	2.29495711183268	Antibody7	Singlet	Antibody7
2132	6756	SeuratProject	Antibody6	Antibody8	0.542619298882662	Antibody6	Singlet	Antibody6
2893	10172	SeuratProject	Antibody7	Antibody8	1.55403765260807	Antibody7	Singlet	Antibody7
7060	57501	SeuratProject	Antibody6	Antibody7	2.74890436762532	Antibody6	Singlet	Antibody6
6270	39031	SeuratProject	Antibody7	Antibody8	2.53499482743792	Antibody7	Singlet	Antibody7
